Experiment_ID	Experiment_Title	Organism_Name	Instrument	Submitter	Study_Accession	Project_Title	Sample_Accession	Sample_Title	Total_Size(Mb)	Total_RUNs	Total_Spots	Total_Bases	Sample_Name	Library_Strategy	Library_Source	Library_Selection	Project_ID	Sample_ID	DNA extraction method	Sample ID__	Sample_site1	Sample_site2	host_sex	Age	Creation_date	Collection_date	Geographic_location	Latitude	Longitude	PubMed_ID	Condition	Pheotype	Breed	Source_database	Project_description	Sample_number	Lianjie(Project_ID)	Species	Lianjie(PubMed_ID)	Lianjie(Project_Title)	Run	Study_purpose
SRX10721737	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812135	MIMS Environmental/Metagenome sample from pig gut metagenome	1400.16	1	8657724	4346177448	H1P703W28FD021	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899756		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899756	Gut	Feces	Male	0.5	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369238	Life history traits-Weaning
SRX10721789	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812187	MIMS Environmental/Metagenome sample from pig gut metagenome	2039.32	1	12688563	6369658626	H1P307W28FD028	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899642		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899642	Gut	Feces	Male	0.7	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369186	Life history traits-Weaning
SRX10721809	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812207	MIMS Environmental/Metagenome sample from pig gut metagenome	1925.72	1	12246336	6147660672	H1P003W21FD021	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899607		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899607	Gut	Feces	Female	1.2	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369166	Life history traits-Weaning
SRX10721825	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812223	MIMS Environmental/Metagenome sample from pig gut metagenome	2358.11	1	14988313	7524133126	H1P406W28FD021	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899675		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899675	Gut	Feces	Female	4.7	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369150	Life history traits-Weaning
SRX10721747	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812145	MIMS Environmental/Metagenome sample from pig gut metagenome	2271.24	1	14426361	7242033222	H1P710W21FD070	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899765		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899765	Gut	Feces	Female	1.2	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369228	Life history traits-Weaning
SRX10721812	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812210	MIMS Environmental/Metagenome sample from pig gut metagenome	2449.03	1	15194459	7627618418	H1P315W28FD028	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899663		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899663	Gut	Feces	Female	0.7	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369163	Life history traits-Weaning
SRX10721771	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812169	MIMS Environmental/Metagenome sample from pig gut metagenome	2525.84	1	15988086	8026019172	H1P304W21FD007	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899626		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899626	Gut	Feces	Male	1.2	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369204	Life history traits-Weaning
SRX10721755	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812153	MIMS Environmental/Metagenome sample from pig gut metagenome	2823.98	1	17987401	9029675302	H1P910W28FD070	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899772		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899772	Gut	Feces	Female	4.7	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369220	Life history traits-Weaning
SRX10721735	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812133	MIMS Environmental/Metagenome sample from pig gut metagenome	2162.34	1	13651419	6853012338	H1P703W28FD007	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899754		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899754	Gut	Feces	Male	4.7	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369240	Life history traits-Weaning
SRX10721746	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812144	MIMS Environmental/Metagenome sample from pig gut metagenome	2095.96	1	13188637	6620695774	H1P710W21FD035	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899764		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899764	Gut	Feces	Female	1.2	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369229	Life history traits-Weaning
SRX10721826	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812224	MIMS Environmental/Metagenome sample from pig gut metagenome	1589.13	1	9800330	4919765660	H1P406W28FD028	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899676		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899676	Gut	Feces	Female	0.5	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369149	Life history traits-Weaning
SRX10721788	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812186	MIMS Environmental/Metagenome sample from pig gut metagenome	1496.03	1	9411770	4724708540	H1P307W28FD021	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899641		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899641	Gut	Feces	Male	0.5	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369187	Life history traits-Weaning
SRX10721810	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812208	MIMS Environmental/Metagenome sample from pig gut metagenome	2745.56	1	17365743	8717602986	H1P315W28FD014	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899661		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899661	Gut	Feces	Female	2.3	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369165	Life history traits-Weaning
SRX10721816	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812214	MIMS Environmental/Metagenome sample from pig gut metagenome	2102.74	1	13148609	6600601718	H1P404W21FD014	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899667		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899667	Gut	Feces	Male	1.2	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369159	Life history traits-Weaning
SRX10721802	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812200	MIMS Environmental/Metagenome sample from pig gut metagenome	2177.9	1	13709261	6882049022	H1P313W28FD014	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899654		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899654	Gut	Feces	Female	0.9	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369173	Life history traits-Weaning
SRX10721734	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812132	MIMS Environmental/Metagenome sample from pig gut metagenome	1690.84	1	10571732	5307009464	H1P608W14FD140	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899753		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899753	Gut	Feces	Female	2.3	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369241	Life history traits-Weaning
SRX10721843	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812241	MIMS Environmental/Metagenome sample from pig gut metagenome	2074.02	1	13089909	6571134318	H1P409W14FD140	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899691		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899691	Gut	Feces	Female	2.3	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369132	Life history traits-Weaning
SRX10721794	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812192	MIMS Environmental/Metagenome sample from pig gut metagenome	2190.02	1	13732375	6893652250	H1P312W14FD014	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899647		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899647	Gut	Feces	Female	2.3	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369181	Life history traits-Weaning
SRX10721798	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812196	MIMS Environmental/Metagenome sample from pig gut metagenome	1806.86	1	11377078	5711293156	H1P001W21FD140	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899606		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899606	Gut	Feces	Female	2.3	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369177	Life history traits-Weaning
SRX10721741	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812139	MIMS Environmental/Metagenome sample from pig gut metagenome	3246.26	1	20636058	10359301116	H1P703W28FD140	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899760		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899760	Gut	Feces	Male	2.3	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369234	Life history traits-Weaning
SRX10721762	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812160	MIMS Environmental/Metagenome sample from pig gut metagenome	1983.66	1	12481309	6265617118	H1P911W28FD140	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899779		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899779	Gut	Feces	Female	0.5	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369213	Life history traits-Weaning
SRX10721838	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812236	MIMS Environmental/Metagenome sample from pig gut metagenome	2738.28	1	17180678	8624700356	H1P409W14FD014	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899687		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899687	Gut	Feces	Female	4.7	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369137	Life history traits-Weaning
SRX10721751	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812149	MIMS Environmental/Metagenome sample from pig gut metagenome	2262.01	1	14018916	7037495832	H1P910W28FD021	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899769		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899769	Gut	Feces	Female	0.7	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369224	Life history traits-Weaning
SRX10721785	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812183	MIMS Environmental/Metagenome sample from pig gut metagenome	2281.85	1	14301450	7179327900	H1P307W28FD007	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899639		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899639	Gut	Feces	Male	2.3	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369190	Life history traits-Weaning
SRX10721786	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812184	MIMS Environmental/Metagenome sample from pig gut metagenome	2038.15	1	12489055	6269505610	H1P307W28FD014	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899640		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899640	Gut	Feces	Male	1.2	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369189	Life history traits-Weaning
SRX10721801	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812199	MIMS Environmental/Metagenome sample from pig gut metagenome	2661.84	1	16721254	8394069508	H1P313W28FD007	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899653		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899653	Gut	Feces	Female	0.7	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369174	Life history traits-Weaning
SRX10721834	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812232	MIMS Environmental/Metagenome sample from pig gut metagenome	1869.21	1	11498657	5772325814	H1P407W28FD028	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899683		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899683	Gut	Feces	Female	0.7	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369141	Life history traits-Weaning
SRX10721736	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812134	MIMS Environmental/Metagenome sample from pig gut metagenome	1830.77	1	11355156	5700288312	H1P703W28FD014	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899755		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899755	Gut	Feces	Male	0.9	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369239	Life history traits-Weaning
SRX10721800	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812198	MIMS Environmental/Metagenome sample from pig gut metagenome	2484.75	1	15592030	7827199060	H1P312W14FD140	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899652		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899652	Gut	Feces	Female	0.5	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369175	Life history traits-Weaning
