Experiment_ID	Experiment_Title	Organism_Name	Instrument	Submitter	Study_Accession	Project_Title	Sample_Accession	Sample_Title	Total_Size(Mb)	Total_RUNs	Total_Spots	Total_Bases	Sample_Name	Library_Strategy	Library_Source	Library_Selection	Project_ID	Sample_ID	DNA extraction method	Sample ID__	Sample_site1	Sample_site2	host_sex	Age	Creation_date	Collection_date	Geographic_location	Latitude	Longitude	PubMed_ID	Condition	Pheotype	Breed	Source_database	Project_description	Sample_number	Lianjie(Project_ID)	Species	Lianjie(PubMed_ID)	Lianjie(Project_Title)	Run	Study_purpose
SRX10721820	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812218	MIMS Environmental/Metagenome sample from pig gut metagenome	2724.19	1	17162073	8615360646	H1P003W21FD028	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899608		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899608	Gut	Feces	Female	0.7	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369155	Life history traits-Weaning
SRX10721773	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812171	MIMS Environmental/Metagenome sample from pig gut metagenome	2933.59	1	18450994	9262398988	H1P304W21FD028	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899628		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899628	Gut	Feces	Male	4.7	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369202	Life history traits-Weaning
SRX10721817	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812215	MIMS Environmental/Metagenome sample from pig gut metagenome	1309.35	1	8383043	4208287586	H1P404W21FD021	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899668		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899668	Gut	Feces	Male	2.3	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369158	Life history traits-Weaning
SRX10721765	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812163	MIMS Environmental/Metagenome sample from pig gut metagenome	2135.82	1	13446488	6750136976	H1P001W21FD028	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899603		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899603	Gut	Feces	Female	1.2	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369210	Life history traits-Weaning
SRX10721776	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812174	MIMS Environmental/Metagenome sample from pig gut metagenome	2284.37	1	14307152	7182190304	H1P001W21FD035	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899604		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899604	Gut	Feces	Female	0.9	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369199	Life history traits-Weaning
SRX10721824	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812222	MIMS Environmental/Metagenome sample from pig gut metagenome	1673.83	1	10672908	5357799816	H1P406W28FD014	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899674		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899674	Gut	Feces	Female	2.3	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369151	Life history traits-Weaning
SRX10721769	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812167	MIMS Environmental/Metagenome sample from pig gut metagenome	3328.17	1	21187873	10636312246	H1P011W14FD140	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899624		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899624	Gut	Feces	Male	0.7	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369206	Life history traits-Weaning
SRX10721756	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812154	MIMS Environmental/Metagenome sample from pig gut metagenome	1985.02	1	12725609	6388255718	H1P910W28FD140	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899773		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899773	Gut	Feces	Female	4.7	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369219	Life history traits-Weaning
SRX10721831	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812229	MIMS Environmental/Metagenome sample from pig gut metagenome	2378.4	1	15069860	7565069720	H1P003W21FD035	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899609		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899609	Gut	Feces	Female	4.7	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369144	Life history traits-Weaning
SRX10721805	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812203	MIMS Environmental/Metagenome sample from pig gut metagenome	2314.64	1	14760634	7409838268	H1P313W28FD035	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899657		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899657	Gut	Feces	Female	2.3	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369170	Life history traits-Weaning
SRX10721766	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812164	MIMS Environmental/Metagenome sample from pig gut metagenome	1907.84	1	11806864	5927045728	H1P011W14FD028	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899621		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899621	Gut	Feces	Male	2.3	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369209	Life history traits-Weaning
SRX10721768	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812166	MIMS Environmental/Metagenome sample from pig gut metagenome	1286.69	1	8253528	4143271056	H1P011W14FD070	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899623		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899623	Gut	Feces	Male	0.5	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369207	Life history traits-Weaning
SRX10721829	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812227	MIMS Environmental/Metagenome sample from pig gut metagenome	2463.74	1	15851977	7957692454	H1P406W28FD140	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899679		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899679	Gut	Feces	Female	1.2	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369146	Life history traits-Weaning
SRX10721774	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812172	MIMS Environmental/Metagenome sample from pig gut metagenome	2839.04	1	18087778	9080064556	H1P304W21FD035	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899629		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899629	Gut	Feces	Male	0.5	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369201	Life history traits-Weaning
SRX10721795	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812193	MIMS Environmental/Metagenome sample from pig gut metagenome	1758.6	1	11337760	5691555520	H1P312W14FD021	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899648		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899648	Gut	Feces	Female	0.7	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369180	Life history traits-Weaning
SRX10721770	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812168	MIMS Environmental/Metagenome sample from pig gut metagenome	2865.35	1	18427445	9250577390	H1P019W28FD140	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899625		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899625	Gut	Feces	Female	0.9	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369205	Life history traits-Weaning
SRX10721764	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812162	MIMS Environmental/Metagenome sample from pig gut metagenome	2067.15	1	13302459	6677834418	H1P011W14FD021	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899620		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899620	Gut	Feces	Male	0.9	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369211	Life history traits-Weaning
SRX10721777	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812175	MIMS Environmental/Metagenome sample from pig gut metagenome	2243.78	1	14375997	7216750494	H1P304W21FD140	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899631		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899631	Gut	Feces	Male	0.9	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369198	Life history traits-Weaning
SRX10721814	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812212	MIMS Environmental/Metagenome sample from pig gut metagenome	1725.24	1	11161598	5603122196	H1P315W28FD070	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899665		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899665	Gut	Feces	Female	0.7	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369161	Life history traits-Weaning
SRX10721767	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812165	MIMS Environmental/Metagenome sample from pig gut metagenome	2882.43	1	18315369	9194315238	H1P011W14FD035	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899622		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899622	Gut	Feces	Male	4.7	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369208	Life history traits-Weaning
SRX10721749	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812147	MIMS Environmental/Metagenome sample from pig gut metagenome	2612.04	1	16734491	8400714482	H1P910W28FD007	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899767		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899767	Gut	Feces	Female	4.7	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369226	Life history traits-Weaning
SRX10721796	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812194	MIMS Environmental/Metagenome sample from pig gut metagenome	1683.79	1	10563492	5302872984	H1P312W14FD028	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899649		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899649	Gut	Feces	Female	0.9	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369179	Life history traits-Weaning
SRX10721835	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812233	MIMS Environmental/Metagenome sample from pig gut metagenome	1876.15	1	11734171	5890553842	H1P407W28FD035	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899684		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899684	Gut	Feces	Female	0.9	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369140	Life history traits-Weaning
SRX10721783	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812181	MIMS Environmental/Metagenome sample from pig gut metagenome	2060.01	1	13223671	6638282842	H1P306W14FD070	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899637		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899637	Gut	Feces	Male	0.9	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369192	Life history traits-Weaning
SRX10721799	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812197	MIMS Environmental/Metagenome sample from pig gut metagenome	1604.97	1	10349394	5195395788	H1P312W14FD070	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899651		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899651	Gut	Feces	Female	4.7	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369176	Life history traits-Weaning
SRX10721818	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812216	MIMS Environmental/Metagenome sample from pig gut metagenome	1958.12	1	12261370	6155207740	H1P404W21FD028	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899669		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899669	Gut	Feces	Male	4.7	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369157	Life history traits-Weaning
SRX10721807	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812205	MIMS Environmental/Metagenome sample from pig gut metagenome	2308.18	1	14876365	7467935230	H1P313W28FD140	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899659		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899659	Gut	Feces	Female	0.7	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369168	Life history traits-Weaning
SRX10721841	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812239	MIMS Environmental/Metagenome sample from pig gut metagenome	2528.94	1	16298969	8182082438	H1P409W14FD070	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899690		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899690	Gut	Feces	Female	1.2	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369134	Life history traits-Weaning
SRX10721748	Fecal metagenome of pigs weaned at different ages	pig gut metagenome	Illumina NovaSeq 6000	Agriculture and Agri-Food Canada	SRP262165	Weaning Piglet Gut Microbiome	SRS8812146	MIMS Environmental/Metagenome sample from pig gut metagenome	2220.07	1	14205499	7131160498	H1P710W21FD140	WGS	METAGENOMIC	RANDOM	PRJNA629856	SAMN17899766		https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN17899766	Gut	Feces	Female	2.3	5/1/20	1/1/19	Canada	52.46	-113.73	34812652				SRA	The effect of weaning age on the piglet gut microbiome was evaluated by collecting fecal swabs from piglets and sows. Piglets were weaned at 14 days, 21 days or 28 days and fecal swabs were collected from day four until the pigs reached market weight.	1015	https://www.ncbi.nlm.nih.gov/bioproject/629856	Pig	https://pubmed.ncbi.nlm.nih.gov/34812652/	https://www.ebi.ac.uk/ena/browser/view/PRJNA629856	SRR14369227	Life history traits-Weaning
