sample	sex_karyotype
S542M1000000	XY
S543F150	XX
S543F200	XX
S543F250	XX
S543F300	XX
S543F350	XX
S543F400	XX
S543F450	XX
S543F1000	XX
S543F5000	XX
S543F10000	XX
S543F100000	XX
S543F1000000	XX
S543M150	uncertain
S543M200	XY
S543M250	XY
S543M300	XY
S543M350	uncertain
S543M400	XY
S543M450	uncertain
S543M1000	XY
S543M5000	XY
S543M10000	XY
S543M100000	XY
S543M1000000	XY
S544F150	uncertain
S544F200	uncertain
S544F250	uncertain
S544F300	XX
S544F350	XX
S544F400	XX
S544F450	XX
S544F1000	XX
S544F5000	XX
S544F10000	XX
S544F100000	XX
S544F1000000	XX
S544M150	uncertain
S544M200	XY
S544M250	uncertain
S544M300	uncertain
S544M350	XY
S544M400	uncertain
S544M450	XY
S544M1000	XY
S544M5000	XY
S544M10000	XY
S544M100000	XY
S544M1000000	XY
S545F150	uncertain
S545F200	uncertain
S545F250	XX
S545F300	uncertain
S545F350	XX
S545F400	uncertain
S545F450	XX
S545F1000	XX
S545F5000	XX
S545F10000	XX
S545F100000	XX
S545F1000000	XX
S545M150	uncertain
S545M200	XY
S545M250	uncertain
S545M300	XY
S545M350	uncertain
S545M400	XY
S545M450	XY
S545M1000	XY
S545M5000	XY
S545M10000	XY
S545M100000	XY
S545M1000000	XY
S546F150	uncertain
S546F200	uncertain
S546F250	uncertain
S546F300	uncertain
S546F350	XX
S546F400	XX
S546F450	XX
S546F1000	XX
S546F5000	XX
S546F10000	XX
S546F100000	XX
S546F1000000	XX
S546M150	uncertain
S546M200	XY
S546M250	XY
S546M300	XY
S546M350	uncertain
S546M400	XY
S546M450	XY
S546M1000	XY
S546M5000	XY
S546M10000	XY
S546M100000	XY
S546M1000000	XY
S547F150	XX
S547F200	uncertain
S547F250	uncertain
S547F300	XX
S547F350	XX
S547F400	XX
S547F450	XX
S547F1000	XX
S547F5000	XX
S547F10000	XX
S547F100000	XX
S547F1000000	XX
S547M150	uncertain
S547M200	uncertain
S547M250	uncertain
S547M300	XY
S547M350	XX
S547M400	XY
S547M450	XY
S547M1000	XY
S547M5000	XY
S547M10000	XY
S547M100000	XY
S547M1000000	XY
S548F150	uncertain
S548F200	XX
S548F250	XX
S548F300	XX
S548F350	uncertain
S548F400	uncertain
S548F450	XX
S548F1000	XX
S548F5000	XX
S548F10000	XX
S548F100000	XX
S548F1000000	XX
S548M150	XY
S548M200	XY
S548M250	XY
S548M300	XY
S548M350	XY
S548M400	XY
S548M450	uncertain
S548M1000	XY
S548M5000	XY
S548M10000	XY
S548M100000	XY
S548M1000000	XY
S549F150	XX
S549F200	XX
S549F250	uncertain
S549F300	XX
S549F350	uncertain
S549F400	uncertain
S549F450	XX
S549F1000	XX
S549F5000	XX
S549F10000	XX
S549F100000	XX
S549F1000000	XX
S549M150	uncertain
S549M200	XY
S549M250	XY
S549M300	XY
S549M350	uncertain
S549M400	XY
S549M450	XY
S549M1000	XY
S549M5000	XY
S549M10000	XY
S549M100000	XY
S549M1000000	XY
S550F150	uncertain
S550F200	XX
S550F250	XX
S550F300	uncertain
S550F350	XX
S550F400	XX
S550F450	XX
S550F1000	XX
S550F5000	XX
S550F10000	XX
S550F100000	XX
S550F1000000	XX
S550M150	uncertain
S550M200	uncertain
S550M250	uncertain
S550M300	uncertain
S550M350	XX
S550M400	XY
S550M450	uncertain
S550M1000	XY
S550M5000	XY
S550M10000	XY
S550M100000	XY
S550M1000000	XY
S551F150	uncertain
S551F200	uncertain
S551F250	XX
S551F300	uncertain
S551F350	uncertain
S551F400	uncertain
S551F450	XX
S551F1000	XX
S551F5000	XX
S551F10000	XX
S551F100000	XX
S551F1000000	XX
S551M150	XY
S551M200	uncertain
S551M250	XY
S551M300	uncertain
S551M350	XY
S551M400	XY
S551M450	XY
S551M1000	XY
S551M5000	XY
S551M10000	XY
S551M100000	XY
S551M1000000	XY
S552F150	uncertain
S552F200	uncertain
S552F250	uncertain
S552F300	XX
S552F350	XX
S552F400	uncertain
S552F450	XX
S552F1000	XX
S552F5000	XX
S552F10000	XX
S552F100000	XX
S552F1000000	XX
S552M150	uncertain
S552M200	uncertain
S552M250	uncertain
S552M300	uncertain
S552M350	XY
S552M400	XY
S552M450	uncertain
S552M1000	XY
S552M5000	XY
S552M10000	XY
S552M100000	XY
S552M1000000	XY
S553F150	XX
S553F200	XX
S553F250	XX
S553F300	uncertain
S553F350	XX
S553F400	XX
S553F450	XX
S553F1000	XX
S553F5000	XX
S553F10000	XX
S553F100000	XX
S553F1000000	XX
S553M150	uncertain
S553M200	uncertain
S553M250	XY
S553M300	XY
S553M350	XY
S553M400	XY
S553M450	uncertain
S553M1000	XY
S553M5000	XY
S553M10000	XY
S553M100000	XY
S553M1000000	XY
S554F150	uncertain
S554F200	XX
S554F250	uncertain
S554F300	uncertain
S554F350	XX
S554F400	XX
S554F450	XX
S554F1000	XX
S554F5000	XX
S554F10000	XX
S554F100000	XX
S554F1000000	XX
S554M150	uncertain
S554M200	XY
S554M250	uncertain
S554M300	XY
S554M350	uncertain
S554M400	uncertain
S554M450	XY
S554M1000	XY
S554M5000	XY
S554M10000	XY
S554M100000	XY
S554M1000000	XY
S555F150	uncertain
S555F200	uncertain
S555F250	XX
S555F300	XX
S555F350	XX
S555F400	XX
S555F450	XX
S555F1000	XX
S555F5000	XX
S555F10000	XX
S555F100000	XX
S555F1000000	XX
S555M150	XY
S555M200	XY
S555M250	uncertain
S555M300	uncertain
S555M350	XY
S555M400	XY
S555M450	XY
S555M1000	XY
S555M5000	XY
S555M10000	XY
S555M100000	XY
S555M1000000	XY
S556F150	uncertain
S556F200	XX
S556F250	uncertain
S556F300	XX
S556F350	uncertain
S556F400	uncertain
S556F450	XX
S556F1000	XX
S556F5000	XX
S556F10000	XX
S556F100000	XX
S556F1000000	XX
S556M150	uncertain
S556M200	uncertain
S556M250	uncertain
S556M300	uncertain
S556M350	XY
S556M400	XY
S556M450	XY
S556M1000	XY
S556M5000	XY
S556M10000	XY
S556M100000	XY
S556M1000000	XY
S557F150	uncertain
S557F200	uncertain
S557F250	uncertain
S557F300	XX
S557F350	XX
S557F400	XX
S557F450	XX
S557F1000	XX
S557F5000	XX
S557F10000	XX
S557F100000	XX
S557F1000000	XX
S557M150	uncertain
S557M200	XY
S557M250	XY
S557M300	XY
S557M350	XY
S557M400	XY
S557M450	XY
S557M1000	XY
S557M5000	XY
S557M10000	XY
S557M100000	XY
S557M1000000	XY
S558F150	uncertain
S558F200	uncertain
S558F250	XX
S558F300	uncertain
S558F350	XX
S558F400	XX
S558F450	XX
S558F1000	XX
S558F5000	XX
S558F10000	XX
S558F100000	XX
S558F1000000	XX
S558M150	XY
S558M200	XY
S558M250	uncertain
S558M300	XY
S558M350	XY
S558M400	XY
S558M450	uncertain
S558M1000	XY
S558M5000	XY
S558M10000	XY
S558M100000	XY
S558M1000000	XY
S559F150	XX
S559F200	XX
S559F250	XX
S559F300	XX
S559F350	uncertain
S559F400	XX
S559F450	uncertain
S559F1000	XX
S559F5000	XX
S559F10000	XX
S559F100000	XX
S559F1000000	XX
S559M150	uncertain
S559M200	XY
S559M250	uncertain
S559M300	XY
S559M350	XY
S559M400	XY
S559M450	XY
S559M1000	XY
S559M5000	XY
S559M10000	XY
S559M100000	XY
S559M1000000	XY
S560F150	XX
S560F200	XX
S560F250	uncertain
S560F300	XX
S560F350	XX
S560F400	XX
S560F450	uncertain
S560F1000	XX
S560F5000	XX
S560F10000	XX
S560F100000	XX
S560F1000000	XX
S560M150	XY
S560M200	uncertain
S560M250	XY
S560M300	XY
S560M350	XY
S560M400	XY
S560M450	XY
S560M1000	XY
S560M5000	XY
S560M10000	XY
S560M100000	XY
S560M1000000	XY
S561F150	uncertain
S561F200	uncertain
S561F250	uncertain
S561F300	uncertain
S561F350	XX
S561F400	XX
S561F450	XX
S561F1000	XX
S561F5000	XX
S561F10000	XX
S561F100000	XX
S561F1000000	XX
S561M150	XY
S561M200	XY
S561M250	uncertain
S561M300	uncertain
S561M350	uncertain
S561M400	XY
S561M450	XY
S561M1000	XY
S561M5000	XY
S561M10000	XY
S561M100000	XY
S561M1000000	XY
S562F150	uncertain
S562F200	uncertain
S562F250	XX
S562F300	XX
S562F350	uncertain
S562F400	uncertain
S562F450	XX
S562F1000	XX
S562F5000	XX
S562F10000	XX
S562F100000	XX
S562F1000000	XX
S562M150	uncertain
S562M200	uncertain
S562M250	XY
S562M300	XX
S562M350	XY
S562M400	XY
S562M450	XY
S562M1000	XY
S562M5000	XY
S562M10000	XY
S562M100000	XY
S562M1000000	XY
S563F150	XX
S563F200	uncertain
S563F250	XX
S563F300	XX
S563F350	uncertain
S563F400	XX
S563F450	XX
S563F1000	uncertain
S563F5000	XX
S563F10000	XX
S563F100000	XX
S563F1000000	XX
S563M150	XY
S563M200	XY
S563M250	uncertain
S563M300	XY
S563M350	XY
S563M400	XY
S563M450	XY
S563M1000	XY
S563M5000	XY
S563M10000	XY
S563M100000	XY
S563M1000000	XY
S564F150	uncertain
S564F200	uncertain
S564F250	XX
S564F300	XX
S564F350	XX
S564F400	uncertain
S564F450	XX
S564F1000	XX
S564F5000	XX
S564F10000	XX
S564F100000	XX
S564F1000000	XX
S564M150	XY
S564M200	uncertain
S564M250	uncertain
S564M300	XY
S564M350	XY
S564M400	uncertain
S564M450	XY
S564M1000	XY
S564M5000	XY
S564M10000	XY
S564M100000	XY
S564M1000000	XY
S565F150	uncertain
S565F200	uncertain
S565F250	uncertain
S565F300	XX
S565F350	XX
S565F400	XX
S565F450	XX
S565F1000	XX
S565F5000	XX
S565F10000	XX
S565F100000	XX
S565F1000000	XX
S565M150	uncertain
S565M200	uncertain
S565M250	XY
S565M300	uncertain
S565M350	XY
S565M400	XY
S565M450	uncertain
S565M1000	XY
S565M5000	XY
S565M10000	XY
S565M100000	XY
S565M1000000	XY
S566F150	uncertain
S566F200	uncertain
S566F250	uncertain
S566F300	uncertain
S566F350	uncertain
S566F400	XX
S566F450	XX
S566F1000	XX
S566F5000	XX
S566F10000	XX
S566F100000	XX
S566F1000000	XX
S566M150	uncertain
S566M200	XY
S566M250	XY
S566M300	XY
S566M350	XY
S566M400	XY
S566M450	XY
S566M1000	XY
S566M5000	XY
S566M10000	XY
S566M100000	XY
S566M1000000	XY
S567F150	XX
S567F200	XX
S567F250	XX
S567F300	XX
S567F350	uncertain
S567F400	uncertain
S567F450	XX
S567F1000	XX
S567F5000	XX
S567F10000	XX
S567F100000	XX
S567F1000000	XX
S567M150	uncertain
S567M200	uncertain
S567M250	XY
S567M300	uncertain
S567M350	XY
S567M400	uncertain
S567M450	XY
S567M1000	XY
S567M5000	XY
S567M10000	XY
S567M100000	XY
S567M1000000	XY
S568F150	XX
S568F200	XX
S568F250	XX
S568F300	uncertain
S568F350	XX
S568F400	XX
S568F450	XX
S568F1000	XX
S568F5000	XX
S568F10000	XX
S568F100000	XX
S568F1000000	XX
S568M150	uncertain
S568M200	uncertain
S568M250	XY
S568M300	XY
S568M350	uncertain
S568M400	uncertain
S568M450	XY
S568M1000	XY
S568M5000	XY
S568M10000	XY
S568M100000	XY
S568M1000000	XY
S569F150	uncertain
S569F200	uncertain
S569F250	uncertain
S569F300	uncertain
S569F350	XX
S569F400	XX
S569F450	XX
S569F1000	XX
S569F5000	XX
S569F10000	XX
S569F100000	XX
S569F1000000	XX
S569M150	uncertain
S569M200	uncertain
S569M250	uncertain
S569M300	XY
S569M350	uncertain
S569M400	XY
S569M450	uncertain
S569M1000	XY
S569M5000	XY
S569M10000	XY
S569M100000	XY
S569M1000000	XY
S570F150	uncertain
S570F200	XX
S570F250	XX
S570F300	XX
S570F350	XX
S570F400	uncertain
S570F450	XX
S570F1000	XX
S570F5000	XX
S570F10000	XX
S570F100000	XX
S570F1000000	XX
S570M150	uncertain
S570M200	XY
S570M250	XY
S570M300	uncertain
S570M350	XY
S570M400	uncertain
S570M450	XY
S570M1000	XY
S570M5000	XY
S570M10000	XY
S570M100000	XY
S570M1000000	XY
S571F150	uncertain
S571F200	XX
S571F250	uncertain
S571F300	uncertain
S571F350	XX
S571F400	uncertain
S571F450	XX
S571F1000	XX
S571F5000	XX
S571F10000	XX
S571F100000	XX
S571F1000000	XX
S571M150	XY
S571M200	uncertain
S571M250	uncertain
S571M300	XY
S571M350	XY
S571M400	XY
S571M450	XY
S571M1000	XY
S571M5000	XY
S571M10000	XY
S571M100000	XY
S571M1000000	XY
S572F150	XX
S572F200	uncertain
S572F250	uncertain
S572F300	uncertain
S572F350	XX
S572F400	uncertain
S572F450	XX
S572F1000	XX
S572F5000	XX
S572F10000	XX
S572F100000	XX
S572F1000000	XX
S572M150	XY
S572M200	XY
S572M250	XY
S572M300	XY
S572M350	XY
S572M400	XY
S572M450	XY
S572M1000	XY
S572M5000	XY
S572M10000	XY
S572M100000	XY
S572M1000000	XY
S573F150	uncertain
S573F200	uncertain
S573F250	XX
S573F300	XX
S573F350	XX
S573F400	uncertain
S573F450	XX
S573F1000	XX
S573F5000	XX
S573F10000	XX
S573F100000	XX
S573F1000000	XX
S573M150	XY
S573M200	XY
S573M250	XY
S573M300	XY
S573M350	XY
S573M400	XY
S573M450	XY
S573M1000	XY
S573M5000	XY
S573M10000	XY
S573M100000	XY
S573M1000000	XY
S574F150	uncertain
S574F200	uncertain
S574F250	uncertain
S574F300	XX
S574F350	XX
S574F400	uncertain
S574F450	XX
S574F1000	XX
S574F5000	XX
S574F10000	XX
S574F100000	XX
S574F1000000	XX
S574M150	uncertain
S574M200	XY
S574M250	uncertain
S574M300	uncertain
S574M350	XY
S574M400	XY
S574M450	XY
S574M1000	XY
S574M5000	XY
S574M10000	XY
S574M100000	XY
S574M1000000	XY
S575F150	uncertain
S575F200	uncertain
S575F250	XX
S575F300	XX
S575F350	XX
S575F400	XX
S575F450	XX
S575F1000	XX
S575F5000	XX
S575F10000	XX
S575F100000	XX
S575F1000000	XX
S575M150	XY
S575M200	XY
S575M250	uncertain
S575M300	uncertain
S575M350	XY
S575M400	XY
S575M450	XY
S575M1000	XY
S575M5000	XY
S575M10000	XY
S575M100000	XY
S575M1000000	XY
S576F150	uncertain
S576F200	uncertain
S576F250	uncertain
S576F300	uncertain
S576F350	XX
S576F400	uncertain
S576F450	XX
S576F1000	XX
S576F5000	XX
S576F10000	XX
S576F100000	XX
S576F1000000	XX
S576M150	XY
S576M200	uncertain
S576M250	uncertain
S576M300	XY
S576M350	XY
S576M400	XY
S576M450	XY
S576M1000	XY
S576M5000	XY
S576M10000	XY
S576M100000	XY
S576M1000000	XY
S577F150	uncertain
S577F200	XX
S577F250	uncertain
S577F300	XX
S577F350	uncertain
S577F400	XX
S577F450	XX
S577F1000	XX
S577F5000	XX
S577F10000	XX
S577F100000	XX
S577F1000000	XX
S577M150	uncertain
S577M200	uncertain
S577M250	XY
S577M300	uncertain
S577M350	XY
S577M400	XX
S577M450	XY
S577M1000	XY
S577M5000	XY
S577M10000	XY
S577M100000	XY
S577M1000000	XY
S578F150	uncertain
S578F200	XX
S578F250	XX
S578F300	XX
S578F350	XX
S578F400	XX
S578F450	XX
S578F1000	XX
S578F5000	XX
S578F10000	XX
S578F100000	XX
S578F1000000	XX
S578M150	uncertain
S578M200	XY
S578M250	uncertain
S578M300	XY
S578M350	XY
S578M400	XY
S578M450	uncertain
S578M1000	XY
S578M5000	XY
S578M10000	XY
S578M100000	XY
S578M1000000	XY
S579F150	XX
S579F200	uncertain
S579F250	XX
S579F300	XX
S579F350	uncertain
S579F400	XX
S579F450	XX
S579F1000	XX
S579F5000	XX
S579F10000	XX
S579F100000	XX
S579F1000000	XX
S579M150	XY
S579M200	uncertain
S579M250	uncertain
S579M300	XY
S579M350	XY
S579M400	XY
S579M450	XY
S579M1000	XY
S579M5000	XY
S579M10000	XY
S579M100000	XY
S579M1000000	XY
S580F150	uncertain
S580F200	uncertain
S580F250	XX
S580F300	XX
S580F350	XX
S580F400	XX
S580F450	XX
S580F1000	XX
S580F5000	XX
S580F10000	XX
S580F100000	XX
S580F1000000	XX
S580M150	uncertain
S580M200	uncertain
S580M250	XY
S580M300	uncertain
S580M350	XY
S580M400	XY
S580M450	XY
S580M1000	XY
S580M5000	XY
S580M10000	XY
S580M100000	XY
S580M1000000	XY
S581F150	XX
S581F200	XX
S581F250	XX
S581F300	XX
S581F350	uncertain
S581F400	XX
S581F450	XX
S581F1000	XX
S581F5000	XX
S581F10000	XX
S581F100000	XX
S581F1000000	XX
S581M150	uncertain
S581M200	uncertain
S581M250	XY
S581M300	XY
S581M350	XY
S581M400	XY
S581M450	XY
S581M1000	XY
S581M5000	XY
S581M10000	XY
S581M100000	XY
S581M1000000	XY
S582F150	uncertain
S582F200	uncertain
S582F250	uncertain
S582F300	XX
S582F350	XX
S582F400	uncertain
S582F450	XX
S582F1000	XX
S582F5000	XX
S582F10000	XX
S582F100000	XX
S582F1000000	XX
S582M200	XY
S582M250	uncertain
S582M300	XY
S582M350	XY
S582M400	XY
S582M450	XY
S582M1000	XY
S582M5000	XY
S582M10000	XY
S582M100000	XY
S582M1000000	XY
S583F150	XX
S583F200	XX
S583F250	XX
S583F300	uncertain
S583F350	XX
S583F400	XX
S583F450	XX
S583F1000	XX
S583F5000	XX
S583F10000	XX
S583F100000	XX
S583F1000000	XX
S583M150	uncertain
S583M200	uncertain
S583M250	uncertain
S583M300	uncertain
S583M350	XY
S583M400	XY
S583M450	XY
S583M1000	XY
S583M5000	XY
S583M10000	XY
S583M100000	XY
S583M1000000	XY
S584F150	XX
S584F200	uncertain
S584F250	XX
S584F300	XX
S584F350	XX
S584F400	uncertain
S584F450	XX
S584F1000	XX
S584F5000	XX
S584F10000	XX
S584F100000	XX
S584F1000000	XX
S584M150	uncertain
S584M200	uncertain
S584M250	XY
S584M300	XY
S584M350	XY
S584M400	XY
S584M450	XY
S584M1000	XY
S584M5000	XY
S584M10000	XY
S584M100000	XY
S584M1000000	XY
S585F150	XX
S585F200	uncertain
S585F250	XX
S585F300	uncertain
S585F350	XX
S585F400	uncertain
S585F450	XX
S585F1000	XX
S585F5000	XX
S585F10000	XX
S585F100000	XX
S585F1000000	XX
S585M150	XY
S585M200	XY
S585M250	XY
S585M300	XY
S585M350	XY
S585M400	XY
S585M450	uncertain
S585M1000	XY
S585M5000	XY
S585M10000	XY
S585M100000	XY
S585M1000000	XY
S586F150	uncertain
S586F200	uncertain
S586F250	XX
S586F300	XX
S586F350	uncertain
S586F400	XX
S586F450	XX
S586F1000	XX
S586F5000	XX
S586F10000	XX
S586F100000	XX
S586F1000000	XX
S586M150	uncertain
S586M200	uncertain
S586M250	uncertain
S586M300	XY
S586M350	XY
S586M400	uncertain
S586M450	XY
S586M1000	XY
S586M5000	XY
S586M10000	XY
S586M100000	XY
S586M1000000	XY
S587F150	XX
S587F200	XX
S587F250	XX
S587F300	uncertain
S587F350	XX
S587F400	XX
S587F450	XX
S587F1000	XX
S587F5000	XX
S587F10000	XX
S587F100000	XX
S587F1000000	XX
S587M150	XY
S587M200	uncertain
S587M250	XY
S587M300	XY
S587M350	XY
S587M400	XY
S587M450	XY
S587M1000	XY
S587M5000	XY
S587M10000	XY
S587M100000	XY
S587M1000000	XY
S588F150	XX
S588F200	uncertain
S588F250	XX
S588F300	XX
S588F350	XX
S588F400	XX
S588F450	XX
S588F1000	XX
S588F5000	XX
S588F10000	XX
S588F100000	XX
S588F1000000	XX
S588M150	uncertain
S588M200	XY
S588M250	XY
S588M300	XY
S588M350	XY
S588M400	XY
S588M450	XY
S588M1000	XY
S588M5000	XY
S588M10000	XY
S588M100000	XY
S588M1000000	XY
S589F150	uncertain
S589F200	XX
S589F250	uncertain
S589F300	XX
S589F350	XX
S589F400	uncertain
S589F450	XX
S589F1000	uncertain
S589F5000	XX
S589F10000	XX
S589F100000	XX
S589F1000000	XX
S589M150	XY
S589M200	XY
S589M250	uncertain
S589M300	uncertain
S589M350	XY
S589M400	XY
S589M450	XY
S589M1000	XY
S589M5000	XY
S589M10000	XY
S589M100000	XY
S589M1000000	XY
S590F150	XX
S590F200	uncertain
S590F250	XX
S590F300	XX
S590F350	XX
S590F400	XX
S590F450	XX
S590F1000	XX
S590F5000	XX
S590F10000	XX
S590F100000	XX
S590F1000000	XX
S590M150	XY
S590M200	XY
S590M250	XY
S590M300	XY
S590M350	XY
S590M400	XY
S590M450	XY
S590M1000	XY
S590M5000	XY
S590M10000	XY
S590M100000	XY
S590M1000000	XY
S591F150	uncertain
S591F200	XX
S591F250	XX
S591F300	XX
S591F350	uncertain
S591F400	XX
S591F450	XX
S591F1000	XX
S591F5000	XX
S591F10000	XX
S591F100000	XX
S591F1000000	XX
S591M150	XY
S591M200	XY
S591M250	XY
S591M300	uncertain
S591M350	XY
S591M400	XY
S591M450	XY
S591M1000	XY
S591M5000	XY
S591M10000	XY
S591M100000	XY
S591M1000000	XY
S592F150	uncertain
S592F200	uncertain
S592F250	XX
S592F300	uncertain
S592F350	XX
S592F400	XX
S592F450	uncertain
S592F1000	XX
S592F5000	XX
S592F10000	XX
S592F100000	XX
S592F1000000	XX
S592M150	XY
S592M200	XY
S592M250	uncertain
S592M300	uncertain
S592M350	XY
S592M400	XY
S592M450	XY
S592M1000	uncertain
S592M5000	XY
S592M10000	XY
S592M100000	XY
S592M1000000	XY
S593F150	uncertain
S593F200	uncertain
S593F250	XX
S593F300	uncertain
S593F350	uncertain
S593F400	uncertain
S593F450	XX
S593F1000	XX
S593F5000	XX
S593F10000	XX
S593F100000	XX
S593F1000000	XX
S593M150	uncertain
S593M200	uncertain
S593M250	uncertain
S593M300	XY
S593M350	uncertain
S593M400	XY
S593M450	XY
S593M1000	XY
S593M5000	XY
S593M10000	XY
S593M100000	XY
S593M1000000	XY
S594F150	uncertain
S594F200	uncertain
S594F250	XX
S594F300	uncertain
S594F350	XX
S594F400	XX
S594F450	XX
S594F1000	XX
S594F5000	XX
S594F10000	XX
S594F100000	XX
S594F1000000	XX
S594M150	XY
S594M200	uncertain
S594M250	XY
S594M300	uncertain
S594M350	XY
S594M400	XY
S594M450	XY
S594M1000	XY
S594M5000	XY
S594M10000	XY
S594M100000	XY
S594M1000000	XY
S595F150	uncertain
S595F200	XX
S595F250	uncertain
S595F300	uncertain
S595F350	uncertain
S595F400	XX
S595F450	XX
S595F1000	XX
S595F5000	XX
S595F10000	XX
S595F100000	XX
S595F1000000	XX
S595M150	uncertain
S595M200	uncertain
S595M250	XY
S595M300	uncertain
S595M350	XY
S595M400	XY
S595M450	uncertain
S595M1000	XY
S595M5000	XY
S595M10000	XY
S595M100000	XY
S595M1000000	XY
S596F150	uncertain
S596F200	uncertain
S596F250	XX
S596F300	XX
S596F350	XX
S596F400	XX
S596F450	XX
S596F1000	XX
S596F5000	XX
S596F10000	XX
S596F100000	XX
S596F1000000	XX
S596M150	uncertain
S596M200	XY
S596M250	XY
S596M300	XY
S596M350	XY
S596M400	XY
S596M450	XY
S596M1000	XY
S596M5000	XY
S596M10000	XY
S596M100000	XY
S596M1000000	XY
S597F150	uncertain
S597F200	uncertain
S597F250	XX
S597F300	uncertain
S597F350	XX
S597F400	uncertain
S597F450	uncertain
S597F1000	XX
S597F5000	XX
S597F10000	XX
S597F100000	XX
S597F1000000	XX
S597M150	uncertain
S597M200	uncertain
S597M250	uncertain
S597M300	uncertain
S597M350	XY
S597M400	XY
S597M450	XY
S597M1000	XY
S597M5000	XY
S597M10000	XY
S597M100000	XY
S597M1000000	XY
S598F150	uncertain
S598F200	XX
S598F250	XX
S598F300	XX
S598F350	XX
S598F400	XX
S598F450	XX
S598F1000	XX
S598F5000	XX
S598F10000	XX
S598F100000	XX
S598F1000000	XX
S598M150	uncertain
S598M200	XY
S598M250	XY
S598M300	XY
S598M350	XY
S598M400	XY
S598M450	XY
S598M1000	XY
S598M5000	XY
S598M10000	XY
S598M100000	XY
S598M1000000	XY
S599F150	XX
S599F200	XX
S599F250	XX
S599F300	uncertain
S599F350	XX
S599F400	XX
S599F450	XX
S599F1000	XX
S599F5000	XX
S599F10000	XX
S599F100000	XX
S599F1000000	XX
S599M150	uncertain
S599M200	uncertain
S599M250	uncertain
S599M300	XY
S599M350	XY
S599M400	XY
S599M450	XY
S599M1000	XY
S599M5000	XY
S599M10000	XY
S599M100000	XY
S599M1000000	XY
S600F150	XX
S600F200	XX
S600F250	XX
S600F300	XX
S600F350	XX
S600F400	uncertain
S600F450	XX
S600F1000	XX
S600F5000	XX
S600F10000	XX
S600F100000	XX
S600F1000000	XX
S600M150	uncertain
S600M200	XY
S600M250	XY
S600M300	uncertain
S600M350	uncertain
S600M400	XY
S600M450	XY
S600M1000	XY
S600M5000	XY
S600M10000	XY
S600M100000	XY
S600M1000000	XY
S601F150	XX
S601F200	XX
S601F250	XX
S601F300	XX
S601F350	XX
S601F400	uncertain
S601F450	XX
S601F1000	XX
S601F5000	XX
S601F10000	XX
S601F100000	XX
S601F1000000	XX
S601M150	uncertain
S601M200	uncertain
S601M250	XY
S601M300	XY
S601M350	uncertain
S601M400	uncertain
S601M450	XY
S601M1000	uncertain
S601M5000	XY
S601M10000	XY
S601M100000	XY
S601M1000000	XY
S602F150	XX
S602F200	uncertain
S602F250	uncertain
S602F300	XX
S602F350	XX
S602F400	XX
S602F450	XX
S602F1000	XX
S602F5000	XX
S602F10000	XX
S602F100000	XX
S602F1000000	XX
S602M150	XY
S602M200	XY
S602M250	uncertain
S602M300	XY
S602M350	XY
S602M400	uncertain
S602M450	uncertain
S602M1000	XY
S602M5000	XY
S602M10000	XY
S602M100000	XY
S602M1000000	XY
S603F150	uncertain
S603F200	uncertain
S603F250	XX
S603F300	XX
S603F350	uncertain
S603F400	uncertain
S603F450	XX
S603F1000	XX
S603F5000	XX
S603F10000	XX
S603F100000	XX
S603F1000000	XX
S603M150	XY
S603M200	uncertain
S603M250	uncertain
S603M300	XY
S603M350	XY
S603M400	XY
S603M450	XY
S603M1000	XY
S603M5000	XY
S603M10000	XY
S603M100000	XY
S603M1000000	XY
S604F150	uncertain
S604F200	XX
S604F250	uncertain
S604F300	uncertain
S604F350	uncertain
S604F400	XX
S604F450	XX
S604F1000	XX
S604F5000	XX
S604F10000	XX
S604F100000	XX
S604F1000000	XX
S604M150	uncertain
S604M200	XY
S604M250	uncertain
S604M300	XY
S604M350	XY
S604M400	XY
S604M450	XY
S604M1000	XY
S604M5000	XY
S604M10000	XY
S604M100000	XY
S604M1000000	XY
S605F150	uncertain
S605F200	XX
S605F250	uncertain
S605F300	XX
S605F350	XX
S605F400	uncertain
S605F450	XX
S605F1000	XX
S605F5000	XX
S605F10000	XX
S605F100000	XX
S605F1000000	XX
S605M150	uncertain
S605M200	uncertain
S605M250	uncertain
S605M300	uncertain
S605M350	XY
S605M400	XY
S605M450	XY
S605M1000	XY
S605M5000	XY
S605M10000	XY
S605M100000	XY
S605M1000000	XY
S606F150	uncertain
S606F200	uncertain
S606F250	XX
S606F300	XX
S606F350	uncertain
S606F400	XX
S606F450	XX
S606F1000	XX
S606F5000	XX
S606F10000	XX
S606F100000	XX
S606F1000000	XX
S606M150	XY
S606M200	XY
S606M250	XY
S606M300	XY
S606M350	XY
S606M400	XY
S606M450	XY
S606M1000	XY
S606M5000	XY
S606M10000	XY
S606M100000	XY
S606M1000000	XY
S607F150	XX
S607F200	XX
S607F250	XX
S607F300	XX
S607F350	XX
S607F400	uncertain
S607F450	XX
S607F1000	XX
S607F5000	XX
S607F10000	XX
S607F100000	XX
S607F1000000	XX
S607M150	XY
S607M200	XY
S607M250	XY
S607M300	XY
S607M350	XY
S607M400	XY
S607M450	XY
S607M1000	XY
S607M5000	XY
S607M10000	XY
S607M100000	XY
S607M1000000	XY
S608F150	XX
S608F200	uncertain
S608F250	XX
S608F300	uncertain
S608F350	uncertain
