sample	sex_karyotype
S275M200	uncertain
S275M250	XY
S275M300	XY
S275M350	XY
S275M400	XY
S275M450	XY
S275M1000	XY
S275M5000	XY
S275M10000	XY
S275M100000	XY
S275M1000000	XY
S276F150	uncertain
S276F200	uncertain
S276F250	uncertain
S276F300	uncertain
S276F350	XX
S276F400	XX
S276F450	uncertain
S276F1000	XX
S276F5000	XX
S276F10000	XX
S276F100000	XX
S276F1000000	XX
S276M150	XY
S276M200	XY
S276M250	uncertain
S276M300	uncertain
S276M350	XY
S276M400	XY
S276M450	XY
S276M1000	XY
S276M5000	XY
S276M10000	XY
S276M100000	XY
S276M1000000	XY
S277F150	uncertain
S277F200	uncertain
S277F250	uncertain
S277F300	XX
S277F350	XX
S277F400	XX
S277F450	XX
S277F1000	XX
S277F5000	XX
S277F10000	XX
S277F100000	XX
S277F1000000	XX
S277M150	uncertain
S277M200	XY
S277M250	XY
S277M300	uncertain
S277M350	XY
S277M400	XY
S277M450	XY
S277M1000	XY
S277M5000	XY
S277M10000	XY
S277M100000	XY
S277M1000000	XY
S278F150	uncertain
S278F200	XX
S278F250	XX
S278F300	XX
S278F350	uncertain
S278F400	uncertain
S278F450	uncertain
S278F1000	XX
S278F5000	XX
S278F10000	XX
S278F100000	XX
S278F1000000	XX
S278M150	uncertain
S278M200	uncertain
S278M250	uncertain
S278M300	XY
S278M350	XY
S278M400	XY
S278M450	XY
S278M1000	XY
S278M5000	XY
S278M10000	XY
S278M100000	XY
S278M1000000	XY
S279F150	XX
S279F200	XX
S279F250	uncertain
S279F300	XX
S279F350	XX
S279F400	XX
S279F450	XX
S279F1000	XX
S279F5000	XX
S279F10000	XX
S279F100000	XX
S279F1000000	XX
S279M150	uncertain
S279M200	uncertain
S279M250	uncertain
S279M300	XY
S279M350	XY
S279M400	XY
S279M450	XY
S279M1000	XY
S279M5000	XY
S279M10000	XY
S279M100000	XY
S279M1000000	XY
S280F150	XX
S280F200	uncertain
S280F250	XX
S280F300	uncertain
S280F350	XX
S280F400	XX
S280F450	XX
S280F1000	XX
S280F5000	XX
S280F10000	XX
S280F100000	XX
S280F1000000	XX
S280M150	uncertain
S280M200	uncertain
S280M250	XY
S280M300	XY
S280M350	XY
S280M400	uncertain
S280M450	XY
S280M1000	XY
S280M5000	XY
S280M10000	XY
S280M100000	XY
S280M1000000	XY
S281F150	uncertain
S281F200	uncertain
S281F250	uncertain
S281F300	uncertain
S281F350	XX
S281F400	XX
S281F450	XX
S281F1000	XX
S281F5000	XX
S281F10000	XX
S281F100000	XX
S281F1000000	XX
S281M150	uncertain
S281M200	uncertain
S281M250	uncertain
S281M300	uncertain
S281M350	XY
S281M400	XY
S281M450	XY
S281M1000	XY
S281M5000	XY
S281M10000	XY
S281M100000	XY
S281M1000000	XY
S282F150	XX
S282F200	XX
S282F250	XX
S282F300	XX
S282F350	XX
S282F400	uncertain
S282F450	XX
S282F1000	XX
S282F5000	XX
S282F10000	XX
S282F100000	XX
S282F1000000	XX
S282M150	XY
S282M200	XY
S282M250	uncertain
S282M300	XY
S282M350	XX
S282M400	uncertain
S282M450	XY
S282M1000	XY
S282M5000	XY
S282M10000	XY
S282M100000	XY
S282M1000000	XY
S283F150	uncertain
S283F200	XX
S283F250	uncertain
S283F300	uncertain
S283F350	XX
S283F400	XX
S283F450	XX
S283F1000	XX
S283F5000	XX
S283F10000	XX
S283F100000	XX
S283F1000000	XX
S283M150	uncertain
S283M200	uncertain
S283M250	uncertain
S283M300	XY
S283M350	uncertain
S283M400	uncertain
S283M450	XY
S283M1000	XY
S283M5000	XY
S283M10000	XY
S283M100000	XY
S283M1000000	XY
S284F150	uncertain
S284F200	XX
S284F250	XX
S284F300	XX
S284F350	XX
S284F400	XX
S284F450	XX
S284F1000	XX
S284F5000	XX
S284F10000	XX
S284F100000	XX
S284F1000000	XX
S284M150	XY
S284M200	uncertain
S284M250	XY
S284M300	XY
S284M350	XY
S284M400	XY
S284M450	XY
S284M1000	XY
S284M5000	XY
S284M10000	XY
S284M100000	XY
S284M1000000	XY
S285F150	XX
S285F200	XX
S285F250	uncertain
S285F300	uncertain
S285F350	XX
S285F400	uncertain
S285F450	uncertain
S285F1000	XX
S285F5000	XX
S285F10000	XX
S285F100000	XX
S285F1000000	XX
S285M150	XY
S285M200	XY
S285M250	XY
S285M300	XY
S285M350	XY
S285M400	XY
S285M450	XY
S285M1000	XY
S285M5000	XY
S285M10000	XY
S285M100000	XY
S285M1000000	XY
S286F150	uncertain
S286F200	XX
S286F250	uncertain
S286F300	XX
S286F350	XX
S286F400	XX
S286F450	XX
S286F1000	XX
S286F5000	XX
S286F10000	XX
S286F100000	XX
S286F1000000	XX
S286M150	XY
S286M200	XY
S286M250	XY
S286M300	uncertain
S286M350	XY
S286M400	XX
S286M450	XY
S286M1000	XY
S286M5000	XY
S286M10000	XY
S286M100000	XY
S286M1000000	XY
S287F150	uncertain
S287F200	uncertain
S287F250	XX
S287F300	XX
S287F350	uncertain
S287F400	uncertain
S287F450	XX
S287F1000	XX
S287F5000	XX
S287F10000	XX
S287F100000	XX
S287F1000000	XX
S287M150	uncertain
S287M200	uncertain
S287M250	XY
S287M300	XY
S287M350	XY
S287M400	XY
S287M450	XX
S287M1000	XY
S287M5000	XY
S287M10000	XY
S287M100000	XY
S287M1000000	XY
S288F150	uncertain
S288F200	uncertain
S288F250	XX
S288F300	uncertain
S288F350	uncertain
S288F400	uncertain
S288F450	XX
S288F1000	XX
S288F5000	XX
S288F10000	XX
S288F100000	XX
S288F1000000	XX
S288M150	XY
S288M200	XY
S288M250	uncertain
S288M300	XY
S288M350	uncertain
S288M400	uncertain
S288M450	XY
S288M1000	XY
S288M5000	XY
S288M10000	XY
S288M100000	XY
S288M1000000	XY
S289F150	uncertain
S289F200	XX
S289F250	uncertain
S289F300	uncertain
S289F350	uncertain
S289F400	uncertain
S289F450	XX
S289F1000	XX
S289F5000	XX
S289F10000	XX
S289F100000	XX
S289F1000000	XX
S289M150	XY
S289M200	XY
S289M250	XY
S289M300	uncertain
S289M350	uncertain
S289M400	uncertain
S289M450	XY
S289M1000	XY
S289M5000	XY
S289M10000	XY
S289M100000	XY
S289M1000000	XY
S290F150	uncertain
S290F200	XX
S290F250	XX
S290F300	XX
S290F350	XX
S290F400	uncertain
S290F450	XX
S290F1000	XX
S290F5000	XX
S290F10000	XX
S290F100000	XX
S290F1000000	XX
S290M150	uncertain
S290M200	uncertain
S290M250	uncertain
S290M300	XY
S290M350	XY
S290M400	XY
S290M450	XY
S290M1000	XY
S290M5000	XY
S290M10000	XY
S290M100000	XY
S290M1000000	XY
S291F150	XX
S291F200	uncertain
S291F250	XX
S291F300	uncertain
S291F350	XX
S291F400	XX
S291F450	XX
S291F1000	XX
S291F5000	XX
S291F10000	XX
S291F100000	XX
S291F1000000	XX
S291M150	XY
S291M200	XY
S291M250	uncertain
S291M300	uncertain
S291M350	XY
S291M400	XY
S291M450	XY
S291M1000	XY
S291M5000	XY
S291M10000	XY
S291M100000	XY
S291M1000000	XY
S292F150	XX
S292F200	uncertain
S292F250	XX
S292F300	XX
S292F350	XX
S292F400	XX
S292F450	XX
S292F1000	XX
S292F5000	XX
S292F10000	XX
S292F100000	XX
S292F1000000	XX
S292M150	XY
S292M200	uncertain
S292M250	XY
S292M300	XY
S292M350	XY
S292M400	XY
S292M450	XY
S292M1000	XY
S292M5000	XY
S292M10000	XY
S292M100000	XY
S292M1000000	XY
S293F150	XX
S293F200	uncertain
S293F250	XX
S293F300	XX
S293F350	XX
S293F400	XX
S293F450	XX
S293F1000	XX
S293F5000	XX
S293F10000	XX
S293F100000	XX
S293F1000000	XX
S293M150	uncertain
S293M200	uncertain
S293M250	XY
S293M300	XY
S293M350	XY
S293M400	XY
S293M450	uncertain
S293M1000	XY
S293M5000	XY
S293M10000	XY
S293M100000	XY
S293M1000000	XY
S294F150	XX
S294F200	uncertain
S294F250	XX
S294F300	XX
S294F350	uncertain
S294F400	uncertain
S294F450	XX
S294F1000	XX
S294F5000	XX
S294F10000	XX
S294F100000	XX
S294F1000000	XX
S294M150	uncertain
S294M200	uncertain
S294M250	XY
S294M300	uncertain
S294M350	XY
S294M400	XY
S294M450	XY
S294M1000	XY
S294M5000	XY
S294M10000	XY
S294M100000	XY
S294M1000000	XY
S295F150	XX
S295F200	XX
S295F250	XX
S295F300	XX
S295F350	XX
S295F400	XX
S295F450	uncertain
S295F1000	XX
S295F5000	XX
S295F10000	XX
S295F100000	XX
S295F1000000	XX
S295M150	uncertain
S295M200	uncertain
S295M250	uncertain
S295M300	XY
S295M350	XY
S295M400	XY
S295M450	XY
S295M1000	XY
S295M5000	XY
S295M10000	XY
S295M100000	XY
S295M1000000	XY
S296F150	uncertain
S296F200	XX
S296F250	XX
S296F300	XX
S296F350	uncertain
S296F400	uncertain
S296F450	XX
S296F1000	XX
S296F5000	XX
S296F10000	XX
S296F100000	XX
S296F1000000	XX
S296M150	XY
S296M200	uncertain
S296M250	XY
S296M300	XY
S296M350	XY
S296M400	XY
S296M450	XY
S296M1000	XY
S296M5000	XY
S296M10000	XY
S296M100000	XY
S296M1000000	XY
S297F150	uncertain
S297F200	uncertain
S297F250	XX
S297F300	uncertain
S297F350	XX
S297F400	XX
S297F450	XX
S297F1000	XX
S297F5000	XX
S297F10000	XX
S297F100000	XX
S297F1000000	XX
S297M150	XY
S297M200	XY
S297M250	uncertain
S297M300	XY
S297M350	XY
S297M400	XY
S297M450	XY
S297M1000	XY
S297M5000	XY
S297M10000	XY
S297M100000	XY
S297M1000000	XY
S298F150	uncertain
S298F200	XX
S298F250	XX
S298F300	uncertain
S298F350	uncertain
S298F400	XX
S298F450	XX
S298F1000	XX
S298F5000	XX
S298F10000	XX
S298F100000	XX
S298F1000000	XX
S298M150	XY
S298M200	uncertain
S298M250	XY
S298M300	XY
S298M350	XY
S298M400	XY
S298M450	XY
S298M1000	XY
S298M5000	XY
S298M10000	XY
S298M100000	XY
S298M1000000	XY
S299F150	uncertain
S299F200	uncertain
S299F250	XX
S299F300	uncertain
S299F350	XX
S299F400	XX
S299F450	XX
S299F1000	XX
S299F5000	XX
S299F10000	XX
S299F100000	XX
S299F1000000	XX
S299M150	XY
S299M200	uncertain
S299M250	uncertain
S299M300	XY
S299M350	XY
S299M400	XY
S299M450	XY
S299M1000	XY
S299M5000	XY
S299M10000	XY
S299M100000	XY
S299M1000000	XY
S300F150	uncertain
S300F200	uncertain
S300F250	XX
S300F300	XX
S300F350	XX
S300F400	XX
S300F450	XY
S300F1000	XX
S300F5000	XX
S300F10000	XX
S300F100000	XX
S300F1000000	XX
S300M150	XY
S300M200	XY
S300M250	XY
S300M300	XY
S300M350	XY
S300M400	XY
S300M450	XY
S300M1000	XY
S300M5000	XY
S300M10000	XY
S300M100000	XY
S300M1000000	XY
S301F150	uncertain
S301F200	XX
S301F250	XX
S301F300	uncertain
S301F350	XX
S301F400	uncertain
S301F450	uncertain
S301F1000	XX
S301F5000	XX
S301F10000	XX
S301F100000	XX
S301F1000000	XX
S301M150	uncertain
S301M200	XY
S301M250	XY
S301M300	XY
S301M350	XY
S301M400	XY
S301M450	uncertain
S301M1000	XY
S301M5000	XY
S301M10000	XY
S301M100000	XY
S301M1000000	XY
S302F150	uncertain
S302F200	uncertain
S302F250	XX
S302F300	XX
S302F350	XX
S302F400	uncertain
S302F450	uncertain
S302F1000	XX
S302F5000	XX
S302F10000	XX
S302F100000	XX
S302F1000000	XX
S302M150	uncertain
S302M200	XY
S302M250	XY
S302M300	XY
S302M350	XY
S302M400	XY
S302M450	uncertain
S302M1000	XY
S302M5000	XY
S302M10000	XY
S302M100000	XY
S302M1000000	XY
S303F150	uncertain
S303F200	XX
S303F250	XX
S303F300	XX
S303F350	uncertain
S303F400	XX
S303F450	uncertain
S303F1000	XX
S303F5000	XX
S303F10000	XX
S303F100000	XX
S303F1000000	XX
S303M150	uncertain
S303M200	uncertain
S303M250	uncertain
S303M300	uncertain
S303M350	uncertain
S303M400	XY
S303M450	XY
S303M1000	XY
S303M5000	XY
S303M10000	XY
S303M100000	XY
S303M1000000	XY
S304F150	XX
S304F200	uncertain
S304F250	uncertain
S304F300	XX
S304F350	uncertain
S304F400	uncertain
S304F450	XX
S304F1000	XX
S304F5000	XX
S304F10000	XX
S304F100000	XX
S304F1000000	XX
S304M150	uncertain
S304M200	XY
S304M250	XY
S304M300	XY
S304M350	XY
S304M400	XY
S304M450	uncertain
S304M1000	XY
S304M5000	XY
S304M10000	XY
S304M100000	XY
S304M1000000	XY
S305F150	XX
S305F200	uncertain
S305F250	XX
S305F300	uncertain
S305F350	uncertain
S305F400	XX
S305F450	XX
S305F1000	XX
S305F5000	XX
S305F10000	XX
S305F100000	XX
S305F1000000	XX
S305M150	uncertain
S305M200	XY
S305M250	uncertain
S305M300	XY
S305M350	XY
S305M400	XY
S305M450	XY
S305M1000	XY
S305M5000	XY
S305M10000	XY
S305M100000	XY
S305M1000000	XY
S306F150	uncertain
S306F200	uncertain
S306F250	XX
S306F300	XX
S306F350	uncertain
S306F400	XX
S306F450	XX
S306F1000	XX
S306F5000	XX
S306F10000	XX
S306F100000	XX
S306F1000000	XX
S306M150	uncertain
S306M200	uncertain
S306M250	XY
S306M300	uncertain
S306M350	XY
S306M400	uncertain
S306M450	XY
S306M1000	XY
S306M5000	XY
S306M10000	XY
S306M100000	XY
S306M1000000	XY
S307F150	XX
S307F200	uncertain
S307F250	XX
S307F300	XX
S307F350	XX
S307F400	uncertain
S307F450	XX
S307F1000	XX
S307F5000	XX
S307F10000	XX
S307F100000	XX
S307F1000000	XX
S307M150	uncertain
S307M200	XY
S307M250	uncertain
S307M300	XY
S307M350	XX
S307M400	XY
S307M450	XY
S307M1000	XY
S307M5000	XY
S307M10000	XY
S307M100000	XY
S307M1000000	XY
S308F150	XX
S308F200	XX
S308F250	XX
S308F300	uncertain
S308F350	uncertain
S308F400	XX
S308F450	uncertain
S308F1000	XX
S308F5000	XX
S308F10000	XX
S308F100000	XX
S308F1000000	XX
S308M150	XY
S308M200	uncertain
S308M250	XY
S308M300	XY
S308M350	XY
S308M400	uncertain
S308M450	uncertain
S308M1000	XY
S308M5000	XY
S308M10000	XY
S308M100000	XY
S308M1000000	XY
S309F150	uncertain
S309F200	uncertain
S309F250	XX
S309F300	uncertain
S309F350	uncertain
S309F400	uncertain
S309F450	XX
S309F1000	XX
S309F5000	XX
S309F10000	XX
S309F100000	XX
S309F1000000	XX
S309M150	uncertain
S309M200	XY
S309M250	uncertain
S309M300	XY
S309M350	XY
S309M400	XY
S309M450	XY
S309M1000	XY
S309M5000	XY
S309M10000	XY
S309M100000	XY
S309M1000000	XY
S310F150	uncertain
S310F200	uncertain
S310F250	XX
S310F300	XX
S310F350	XX
S310F400	uncertain
S310F450	XX
S310F1000	XX
S310F5000	XX
S310F10000	XX
S310F100000	XX
S310F1000000	XX
S310M150	uncertain
S310M200	uncertain
S310M250	uncertain
S310M300	XY
S310M350	uncertain
S310M400	XY
S310M450	XY
S310M1000	XY
S310M5000	XY
S310M10000	XY
S310M100000	XY
S310M1000000	XY
S311F150	XX
S311F200	uncertain
S311F250	XX
S311F300	XX
S311F350	XX
S311F400	XX
S311F450	XX
S311F1000	XX
S311F5000	XX
S311F10000	XX
S311F100000	XX
S311F1000000	XX
S311M150	uncertain
S311M200	XY
S311M250	XY
S311M300	XY
S311M350	XY
S311M400	uncertain
S311M450	XY
S311M1000	XY
S311M5000	XY
S311M10000	XY
S311M100000	XY
S311M1000000	XY
S312F150	uncertain
S312F200	uncertain
S312F250	uncertain
S312F300	uncertain
S312F350	XX
S312F400	XX
S312F450	XX
S312F1000	XX
S312F5000	XX
S312F10000	XX
S312F100000	XX
S312F1000000	XX
S312M150	XY
S312M200	XY
S312M250	uncertain
S312M300	uncertain
S312M350	XY
S312M400	XY
S312M450	XY
S312M1000	XY
S312M5000	XY
S312M10000	XY
S312M100000	XY
S312M1000000	XY
S313F150	uncertain
S313F200	uncertain
S313F250	XX
S313F300	XX
S313F350	XX
S313F400	uncertain
S313F450	XX
S313F1000	XX
S313F5000	XX
S313F10000	XX
S313F100000	XX
S313F1000000	XX
S313M150	uncertain
S313M200	XY
S313M250	uncertain
S313M300	uncertain
S313M350	XY
S313M400	XY
S313M450	XY
S313M1000	XY
S313M5000	XY
S313M10000	XY
S313M100000	XY
S313M1000000	XY
S314F150	XX
S314F200	uncertain
S314F250	XX
S314F300	XX
S314F350	XX
S314F400	XX
S314F450	XX
S314F1000	XX
S314F5000	XX
S314F10000	XX
S314F100000	XX
S314F1000000	XX
S314M150	XY
S314M200	uncertain
S314M250	XY
S314M300	XY
S314M350	XY
S314M400	XY
S314M450	XY
S314M1000	XY
S314M5000	XY
S314M10000	XY
S314M100000	XY
S314M1000000	XY
S315F150	uncertain
S315F200	uncertain
S315F250	XX
S315F300	XX
S315F350	XX
S315F400	uncertain
S315F450	uncertain
S315F1000	XX
S315F5000	XX
S315F10000	XX
S315F100000	XX
S315F1000000	XX
S315M150	uncertain
S315M200	XY
S315M250	XY
S315M300	XY
S315M350	XY
S315M400	XY
S315M450	XY
S315M1000	XY
S315M5000	XY
S315M10000	XY
S315M100000	XY
S315M1000000	XY
S316F150	XX
S316F200	uncertain
S316F250	XX
S316F300	uncertain
S316F350	XX
S316F400	XX
S316F450	XX
S316F1000	XX
S316F5000	XX
S316F10000	XX
S316F100000	XX
S316F1000000	XX
S316M150	uncertain
S316M200	XY
S316M250	XY
S316M300	XY
S316M350	XY
S316M400	XY
S316M450	XY
S316M1000	XY
S316M5000	XY
S316M10000	XY
S316M100000	XY
S316M1000000	XY
S317F150	XX
S317F200	uncertain
S317F250	uncertain
S317F300	uncertain
S317F350	XX
S317F400	XX
S317F450	XX
S317F1000	XX
S317F5000	XX
S317F10000	XX
S317F100000	XX
S317F1000000	XX
S317M150	uncertain
S317M200	uncertain
S317M250	XY
S317M300	uncertain
S317M350	uncertain
S317M400	uncertain
S317M450	XY
S317M1000	XY
S317M5000	XY
S317M10000	XY
S317M100000	XY
S317M1000000	XY
S318F150	XX
S318F200	XX
S318F250	uncertain
S318F300	uncertain
S318F350	XX
S318F400	XX
S318F450	XX
S318F1000	XX
S318F5000	XX
S318F10000	XX
S318F100000	XX
S318F1000000	XX
S318M150	XY
S318M200	uncertain
S318M250	XY
S318M300	uncertain
S318M350	XY
S318M400	uncertain
S318M450	XY
S318M1000	XY
S318M5000	XY
S318M10000	XY
S318M100000	XY
S318M1000000	XY
S319F150	uncertain
S319F200	uncertain
S319F250	uncertain
S319F300	XX
S319F350	XX
S319F400	XX
S319F450	XX
S319F1000	XX
S319F5000	XX
S319F10000	XX
S319F100000	XX
S319F1000000	XX
S319M150	uncertain
S319M200	XY
S319M250	uncertain
S319M300	XY
S319M350	uncertain
S319M400	uncertain
S319M450	XY
S319M1000	XY
S319M5000	XY
S319M10000	XY
S319M100000	XY
S319M1000000	XY
S320F150	uncertain
S320F200	XX
S320F250	XX
S320F300	XX
S320F350	XX
S320F400	XX
S320F450	XX
S320F1000	XX
S320F5000	XX
S320F10000	XX
S320F100000	XX
S320F1000000	XX
S320M150	XY
S320M200	XY
S320M250	XY
S320M300	uncertain
S320M350	uncertain
S320M400	XY
S320M450	XY
S320M1000	XY
S320M5000	XY
S320M10000	XY
S320M100000	XY
S320M1000000	XY
S321F150	XX
S321F200	uncertain
S321F250	XX
S321F300	uncertain
S321F350	XX
S321F400	uncertain
S321F450	XX
S321F1000	XX
S321F5000	XX
S321F10000	XX
S321F100000	XX
S321F1000000	XX
S321M150	uncertain
S321M200	XY
S321M250	XY
S321M300	XY
S321M350	uncertain
S321M400	XY
S321M450	XY
S321M1000	XY
S321M5000	XY
S321M10000	XY
S321M100000	XY
S321M1000000	XY
S322F150	uncertain
S322F200	uncertain
S322F250	uncertain
S322F300	uncertain
S322F350	uncertain
S322F400	XX
S322F450	XX
S322F1000	XX
S322F5000	XX
S322F10000	XX
S322F100000	XX
S322F1000000	XX
S322M150	uncertain
S322M200	uncertain
S322M250	uncertain
S322M300	XY
S322M350	XY
S322M400	XY
S322M450	XY
S322M1000	XY
S322M5000	XY
S322M10000	XY
S322M100000	XY
S322M1000000	XY
S323F150	uncertain
S323F200	uncertain
S323F250	XX
S323F300	uncertain
S323F350	XX
S323F400	XX
S323F450	uncertain
S323F1000	XX
S323F5000	XX
S323F10000	XX
S323F100000	XX
S323F1000000	XX
S323M150	uncertain
S323M200	XY
S323M250	uncertain
S323M300	uncertain
S323M350	XY
S323M400	uncertain
S323M450	XX
S323M1000	XY
S323M5000	XY
S323M10000	XY
S323M100000	XY
S323M1000000	XY
S324F150	XX
S324F200	XX
S324F250	XX
S324F300	uncertain
S324F350	XX
S324F400	XX
S324F450	XX
S324F1000	XX
S324F5000	XX
S324F10000	XX
S324F100000	XX
S324F1000000	XX
S324M150	uncertain
S324M200	XY
S324M250	uncertain
S324M300	XY
S324M350	XY
S324M400	XY
S324M450	uncertain
S324M1000	XY
S324M5000	XY
S324M10000	XY
S324M100000	XY
S324M1000000	XY
S325F150	uncertain
S325F200	uncertain
S325F250	XX
S325F300	XX
S325F350	XX
S325F400	XX
S325F450	XX
S325F1000	XX
S325F5000	XX
S325F10000	XX
S325F100000	XX
S325F1000000	XX
S325M150	XY
S325M200	uncertain
S325M250	XY
S325M300	XY
S325M350	XY
S325M400	XY
S325M450	uncertain
S325M1000	XY
S325M5000	XY
S325M10000	XY
S325M100000	XY
S325M1000000	XY
S326F150	uncertain
S326F200	uncertain
S326F250	uncertain
S326F300	uncertain
S326F350	XX
S326F400	XX
S326F450	XX
S326F1000	XX
S326F5000	XX
S326F10000	XX
S326F100000	XX
S326F1000000	XX
S326M150	XY
S326M200	uncertain
S326M250	XY
S326M300	uncertain
S326M350	XY
S326M400	XY
S326M450	uncertain
S326M1000	XY
S326M5000	XY
S326M10000	XY
S326M100000	XY
S326M1000000	XY
S327F150	uncertain
S327F200	XX
S327F250	uncertain
S327F300	uncertain
S327F350	uncertain
S327F400	XX
S327F450	uncertain
S327F1000	XX
S327F5000	XX
S327F10000	XX
S327F100000	XX
S327F1000000	XX
S327M200	XY
S327M250	uncertain
S327M300	uncertain
S327M350	XY
S327M400	XY
S327M450	XY
S327M1000	XY
S327M5000	XY
S327M10000	XY
S327M100000	XY
S327M1000000	XY
S328F150	XX
S328F200	XX
S328F250	XX
S328F300	uncertain
S328F350	uncertain
S328F400	XX
S328F450	XX
S328F1000	XX
S328F5000	XX
S328F10000	XX
S328F100000	XX
S328F1000000	XX
S328M150	uncertain
S328M200	uncertain
S328M250	XY
S328M300	XY
S328M350	XY
S328M400	XY
S328M450	XY
S328M1000	XY
S328M5000	XY
S328M10000	XY
S328M100000	XY
S328M1000000	XY
S329F150	XX
S329F200	uncertain
S329F250	XX
S329F300	XX
S329F350	XX
S329F400	XX
S329F450	uncertain
S329F1000	XX
S329F5000	XX
S329F10000	XX
S329F100000	XX
S329F1000000	XX
S329M150	XY
S329M200	uncertain
S329M250	XY
S329M300	XY
S329M350	XY
S329M400	XY
S329M450	XY
S329M1000	XY
S329M5000	XY
S329M10000	XY
S329M100000	XY
S329M1000000	XY
S330F150	XX
S330F200	uncertain
S330F250	uncertain
S330F300	uncertain
S330F350	uncertain
S330F400	XX
S330F450	XX
S330F1000	XX
S330F5000	XX
S330F10000	XX
S330F100000	XX
S330F1000000	XX
S330M150	XY
S330M200	uncertain
S330M250	uncertain
S330M300	XY
S330M350	XY
S330M400	uncertain
S330M450	XY
S330M1000	XY
S330M5000	XY
S330M10000	XY
S330M100000	XY
S330M1000000	XY
S331F150	uncertain
S331F200	uncertain
S331F250	uncertain
S331F300	uncertain
S331F350	XX
S331F400	XX
S331F450	XX
S331F1000	XX
S331F5000	XX
S331F10000	XX
S331F100000	XX
S331F1000000	XX
S331M150	uncertain
S331M200	XY
S331M250	XY
S331M300	XY
S331M350	uncertain
S331M400	XY
S331M450	XY
S331M1000	XY
S331M5000	XY
S331M10000	XY
S331M100000	XY
S331M1000000	XY
S332F150	uncertain
S332F200	uncertain
S332F250	XX
S332F300	uncertain
S332F350	XX
S332F400	XX
S332F450	XX
S332F1000	XX
S332F5000	XX
S332F10000	XX
S332F100000	XX
S332F1000000	XX
S332M150	uncertain
S332M200	XY
S332M250	XY
S332M300	uncertain
S332M350	XY
S332M400	XY
S332M450	XY
S332M1000	XY
S332M5000	XY
S332M10000	XY
S332M100000	XY
S332M1000000	XY
S333F150	XX
S333F200	uncertain
S333F250	XX
S333F300	uncertain
S333F350	XX
S333F400	XX
S333F450	XX
S333F1000	XX
S333F5000	XX
S333F10000	XX
S333F100000	XX
S333F1000000	XX
S333M150	XY
S333M200	uncertain
S333M250	XY
S333M300	XY
S333M350	XY
S333M400	XY
S333M450	uncertain
S333M1000	XY
S333M5000	XY
S333M10000	XY
S333M100000	XY
S333M1000000	XY
S334F150	uncertain
S334F200	uncertain
S334F250	uncertain
S334F300	XX
S334F350	uncertain
S334F400	XX
S334F450	uncertain
S334F1000	XX
S334F5000	XX
S334F10000	XX
S334F100000	XX
S334F1000000	XX
S334M150	uncertain
S334M200	uncertain
S334M250	XY
S334M300	XY
S334M350	XX
S334M400	XY
S334M450	uncertain
S334M1000	XY
S334M5000	XY
S334M10000	XY
S334M100000	XY
S334M1000000	XY
S335F150	uncertain
S335F200	XX
S335F250	uncertain
S335F300	uncertain
S335F350	uncertain
S335F400	uncertain
S335F450	XX
S335F1000	XX
S335F5000	XX
S335F10000	XX
S335F100000	XX
S335F1000000	XX
S335M150	XY
S335M200	XY
S335M250	XY
S335M300	XY
S335M350	XY
S335M400	XY
S335M450	XY
S335M1000	XY
S335M5000	XY
S335M10000	XY
S335M100000	XY
S335M1000000	XY
S336F150	uncertain
S336F200	uncertain
S336F250	XX
S336F300	uncertain
S336F350	XX
S336F400	uncertain
S336F450	XX
S336F1000	XX
S336F5000	XX
S336F10000	XX
S336F100000	XX
S336F1000000	XX
S336M150	XY
S336M200	XY
S336M250	XY
S336M300	XY
S336M350	XY
S336M400	XY
S336M450	XY
S336M1000	XY
S336M5000	XY
S336M10000	XY
S336M100000	XY
S336M1000000	XY
S337F150	uncertain
S337F200	XX
S337F250	XX
S337F300	uncertain
S337F350	XX
S337F400	uncertain
S337F450	uncertain
S337F1000	XX
S337F5000	XX
S337F10000	XX
S337F100000	XX
S337F1000000	XX
S337M150	XX
S337M200	XY
S337M250	XY
S337M300	XY
S337M350	XY
S337M400	uncertain
S337M450	XY
S337M1000	XY
S337M5000	XY
S337M10000	XY
S337M100000	XY
S337M1000000	XY
S338F150	uncertain
S338F200	uncertain
S338F250	XX
S338F300	uncertain
S338F350	XX
S338F400	uncertain
S338F450	XX
S338F1000	XX
S338F5000	XX
S338F10000	XX
S338F100000	XX
S338F1000000	XX
S338M150	uncertain
S338M200	uncertain
S338M250	XY
S338M300	XY
S338M350	XY
S338M400	XY
S338M450	XY
S338M1000	XY
S338M5000	XY
S338M10000	XY
S338M100000	XY
S338M1000000	XY
S339F150	uncertain
S339F200	uncertain
S339F250	XX
S339F300	uncertain
S339F350	uncertain
S339F400	XX
S339F450	XX
S339F1000	XX
S339F5000	XX
S339F10000	XX
S339F100000	XX
S339F1000000	XX
S339M150	XY
S339M200	uncertain
S339M250	XY
S339M300	XY
S339M350	uncertain
S339M400	XY
S339M450	XY
S339M1000	XY
S339M5000	XY
S339M10000	XY
S339M100000	XY
S339M1000000	XY
S340F150	uncertain
S340F200	uncertain
S340F250	uncertain
S340F300	XX
S340F350	uncertain
S340F400	XX
S340F450	uncertain
S340F1000	XX
S340F5000	XX
S340F10000	XX
S340F100000	XX
S340F1000000	XX
S340M150	XY
S340M200	uncertain
S340M250	uncertain
S340M300	XY
S340M350	XY
S340M400	XY
