sample	sex_karyotype
E_S1M250_hf0.95	XY
E_S1M250_hf1	XY
E_S1M350_hf0.001	uncertain
E_S1M350_hf0.01	uncertain
E_S1M350_hf0.10	uncertain
E_S1M350_hf0.50	uncertain
E_S1M350_hf0.95	uncertain
E_S1M350_hf1	uncertain
E_S1M450_hf0.001	XY
E_S1M450_hf0.01	XY
E_S1M450_hf0.10	XY
E_S1M450_hf0.50	XY
E_S1M450_hf0.95	XY
E_S1M450_hf1	XY
E_S20F10000_hf0.001	XX
E_S20F10000_hf0.01	XX
E_S20F10000_hf0.10	XX
E_S20F10000_hf0.50	XX
E_S20F10000_hf0.95	XX
E_S20F10000_hf1	XX
E_S20F1000_hf0.001	XX
E_S20F1000_hf0.01	XX
E_S20F1000_hf0.10	XX
E_S20F1000_hf0.50	XX
E_S20F1000_hf0.95	XX
E_S20F1000_hf1	XX
E_S20F150_hf0.001	uncertain
E_S20F150_hf0.01	uncertain
E_S20F150_hf0.10	uncertain
E_S20F150_hf0.50	uncertain
E_S20F150_hf0.95	uncertain
E_S20F150_hf1	uncertain
E_S20F250_hf0.001	XX
E_S20F250_hf0.01	XX
E_S20F250_hf0.10	XX
E_S20F250_hf0.50	XX
E_S20F250_hf0.95	XX
E_S20F250_hf1	XX
E_S20F350_hf0.001	XX
E_S20F350_hf0.01	XX
E_S20F350_hf0.10	XX
E_S20F350_hf0.50	XX
E_S20F350_hf0.95	XX
E_S20F350_hf1	XX
E_S20F450_hf0.001	XX
E_S20F450_hf0.01	XX
E_S20F450_hf0.10	XX
E_S20F450_hf0.50	XX
E_S20F450_hf0.95	XX
E_S20F450_hf1	XX
E_S20M10000_hf0.001	XY
E_S20M10000_hf0.01	XY
E_S20M10000_hf0.10	XY
E_S20M10000_hf0.50	XY
E_S20M10000_hf0.95	XY
E_S20M10000_hf1	XY
E_S20M1000_hf0.001	XY
E_S20M1000_hf0.01	XY
E_S20M1000_hf0.10	XY
E_S20M1000_hf0.50	XY
E_S20M1000_hf0.95	XY
E_S20M1000_hf1	XY
E_S20M150_hf0.001	XY
E_S20M150_hf0.01	XY
E_S20M150_hf0.10	XY
E_S20M150_hf0.50	XY
E_S20M150_hf0.95	XY
E_S20M150_hf1	XY
E_S20M250_hf0.001	uncertain
E_S20M250_hf0.01	uncertain
E_S20M250_hf0.10	uncertain
E_S20M250_hf0.50	uncertain
E_S20M250_hf0.95	uncertain
E_S20M250_hf1	uncertain
E_S20M350_hf0.001	uncertain
E_S20M350_hf0.01	uncertain
E_S20M350_hf0.10	uncertain
E_S20M350_hf0.50	uncertain
E_S20M350_hf0.95	uncertain
E_S20M350_hf1	uncertain
E_S20M450_hf0.001	XY
E_S20M450_hf0.01	XY
E_S20M450_hf0.10	XY
E_S20M450_hf0.50	XY
E_S20M450_hf0.95	XY
E_S20M450_hf1	XY
E_S21F10000_hf0.001	XX
E_S21F10000_hf0.01	XX
E_S21F10000_hf0.10	XX
E_S21F10000_hf0.50	XX
E_S21F10000_hf0.95	XX
E_S21F10000_hf1	XX
E_S21F1000_hf0.001	XX
E_S21F1000_hf0.01	XX
E_S21F1000_hf0.10	XX
E_S21F1000_hf0.50	XX
E_S21F1000_hf0.95	XX
E_S21F1000_hf1	XX
E_S21F150_hf0.001	XX
E_S21F150_hf0.01	XX
E_S21F150_hf0.10	XX
E_S21F150_hf0.50	XX
E_S21F150_hf0.95	XX
E_S21F150_hf1	XX
E_S21F250_hf0.001	XX
E_S21F250_hf0.01	XX
E_S21F250_hf0.10	XX
E_S21F250_hf0.50	XX
E_S21F250_hf0.95	XX
E_S21F250_hf1	XX
E_S21F350_hf0.001	uncertain
E_S21F350_hf0.01	uncertain
E_S21F350_hf0.10	uncertain
E_S21F350_hf0.50	uncertain
E_S21F350_hf0.95	uncertain
E_S21F350_hf1	uncertain
E_S21F450_hf0.001	XX
E_S21F450_hf0.01	XX
E_S21F450_hf0.10	XX
E_S21F450_hf0.50	XX
E_S21F450_hf0.95	XX
E_S21F450_hf1	XX
E_S21M10000_hf0.001	XY
E_S21M10000_hf0.01	XY
E_S21M10000_hf0.10	XY
E_S21M10000_hf0.50	XY
E_S21M10000_hf0.95	XY
E_S21M10000_hf1	XY
E_S21M1000_hf0.001	XY
E_S21M1000_hf0.01	XY
E_S21M1000_hf0.10	XY
E_S21M1000_hf0.50	XY
E_S21M1000_hf0.95	XY
E_S21M1000_hf1	XY
E_S21M150_hf0.001	uncertain
E_S21M150_hf0.01	uncertain
E_S21M150_hf0.10	uncertain
E_S21M150_hf0.50	uncertain
E_S21M150_hf0.95	uncertain
E_S21M150_hf1	uncertain
E_S21M250_hf0.001	uncertain
E_S21M250_hf0.01	uncertain
E_S21M250_hf0.10	uncertain
E_S21M250_hf0.50	uncertain
E_S21M250_hf0.95	uncertain
E_S21M250_hf1	uncertain
E_S21M350_hf0.001	XY
E_S21M350_hf0.01	XY
E_S21M350_hf0.10	XY
E_S21M350_hf0.50	XY
E_S21M350_hf0.95	XY
E_S21M350_hf1	XY
E_S21M450_hf0.001	XY
E_S21M450_hf0.01	XY
E_S21M450_hf0.10	XY
E_S21M450_hf0.50	XY
E_S21M450_hf0.95	XY
E_S21M450_hf1	XY
E_S22F10000_hf0.001	XX
E_S22F10000_hf0.01	XX
E_S22F10000_hf0.10	XX
E_S22F10000_hf0.50	XX
E_S22F10000_hf0.95	XX
E_S22F10000_hf1	XX
E_S22F1000_hf0.001	XX
E_S22F1000_hf0.01	XX
E_S22F1000_hf0.10	XX
E_S22F1000_hf0.50	XX
E_S22F1000_hf0.95	XX
E_S22F1000_hf1	XX
E_S22F150_hf0.001	uncertain
E_S22F150_hf0.01	uncertain
E_S22F150_hf0.10	uncertain
E_S22F150_hf0.50	uncertain
E_S22F150_hf0.95	uncertain
E_S22F150_hf1	uncertain
E_S22F250_hf0.001	XX
E_S22F250_hf0.01	XX
E_S22F250_hf0.10	XX
E_S22F250_hf0.50	XX
E_S22F250_hf0.95	XX
E_S22F250_hf1	XX
E_S22F350_hf0.001	XX
E_S22F350_hf0.01	XX
E_S22F350_hf0.10	XX
E_S22F350_hf0.50	XX
E_S22F350_hf0.95	XX
E_S22F350_hf1	XX
E_S22F450_hf0.001	XX
E_S22F450_hf0.01	XX
E_S22F450_hf0.10	XX
E_S22F450_hf0.50	XX
E_S22F450_hf0.95	XX
E_S22F450_hf1	XX
E_S22M10000_hf0.001	XY
E_S22M10000_hf0.01	XY
E_S22M10000_hf0.10	XY
E_S22M10000_hf0.50	XY
E_S22M10000_hf0.95	XY
E_S22M10000_hf1	XY
E_S22M1000_hf0.001	XY
E_S22M1000_hf0.01	XY
E_S22M1000_hf0.10	XY
E_S22M1000_hf0.50	XY
E_S22M1000_hf0.95	XY
E_S22M1000_hf1	XY
E_S22M150_hf0.001	uncertain
E_S22M150_hf0.01	uncertain
E_S22M150_hf0.10	uncertain
E_S22M150_hf0.50	uncertain
E_S22M150_hf0.95	uncertain
E_S22M150_hf1	uncertain
E_S22M250_hf0.001	XY
E_S22M250_hf0.01	XY
E_S22M250_hf0.10	XY
E_S22M250_hf0.50	XY
E_S22M250_hf0.95	XY
E_S22M250_hf1	XY
E_S22M350_hf0.001	XY
E_S22M350_hf0.01	XY
E_S22M350_hf0.10	XY
E_S22M350_hf0.50	XY
E_S22M350_hf0.95	XY
E_S22M350_hf1	XY
E_S22M450_hf0.001	XY
E_S22M450_hf0.01	XY
E_S22M450_hf0.10	XY
E_S22M450_hf0.50	XY
E_S22M450_hf0.95	XY
E_S22M450_hf1	XY
E_S23F10000_hf0.001	XX
E_S23F10000_hf0.01	XX
E_S23F10000_hf0.10	XX
E_S23F10000_hf0.50	XX
E_S23F10000_hf0.95	XX
E_S23F10000_hf1	XX
E_S23F1000_hf0.001	XX
E_S23F1000_hf0.01	XX
E_S23F1000_hf0.10	XX
E_S23F1000_hf0.50	XX
E_S23F1000_hf0.95	XX
E_S23F1000_hf1	XX
E_S23F150_hf0.001	XX
E_S23F150_hf0.01	XX
E_S23F150_hf0.10	XX
E_S23F150_hf0.50	XX
E_S23F150_hf0.95	XX
E_S23F150_hf1	XX
E_S23F250_hf0.001	XX
E_S23F250_hf0.01	XX
E_S23F250_hf0.10	XX
E_S23F250_hf0.50	XX
E_S23F250_hf0.95	XX
E_S23F250_hf1	XX
E_S23F350_hf0.001	XX
E_S23F350_hf0.01	XX
E_S23F350_hf0.10	XX
E_S23F350_hf0.50	XX
E_S23F350_hf0.95	XX
E_S23F350_hf1	XX
E_S23F450_hf0.001	uncertain
E_S23F450_hf0.01	uncertain
E_S23F450_hf0.10	uncertain
E_S23F450_hf0.50	uncertain
E_S23F450_hf0.95	uncertain
E_S23F450_hf1	uncertain
E_S23M10000_hf0.001	XY
E_S23M10000_hf0.01	XY
E_S23M10000_hf0.10	XY
E_S23M10000_hf0.50	XY
E_S23M10000_hf0.95	XY
E_S23M10000_hf1	XY
E_S23M1000_hf0.001	XY
E_S23M1000_hf0.01	XY
E_S23M1000_hf0.10	XY
E_S23M1000_hf0.50	XY
E_S23M1000_hf0.95	XY
E_S23M1000_hf1	XY
E_S23M150_hf0.001	uncertain
E_S23M150_hf0.01	uncertain
E_S23M150_hf0.10	uncertain
E_S23M150_hf0.50	uncertain
E_S23M150_hf0.95	uncertain
E_S23M150_hf1	uncertain
E_S23M250_hf0.001	XY
E_S23M250_hf0.01	XY
E_S23M250_hf0.10	XY
E_S23M250_hf0.50	XY
E_S23M250_hf0.95	XY
E_S23M250_hf1	XY
E_S23M350_hf0.001	XY
E_S23M350_hf0.01	XY
E_S23M350_hf0.10	XY
E_S23M350_hf0.50	XY
E_S23M350_hf0.95	XY
E_S23M350_hf1	XY
E_S23M450_hf0.001	XY
E_S23M450_hf0.01	XY
E_S23M450_hf0.10	XY
E_S23M450_hf0.50	XY
E_S23M450_hf0.95	XY
E_S23M450_hf1	XY
E_S24F10000_hf0.001	XX
E_S24F10000_hf0.01	XX
E_S24F10000_hf0.10	XX
E_S24F10000_hf0.50	XX
E_S24F10000_hf0.95	XX
E_S24F10000_hf1	XX
E_S24F1000_hf0.001	XX
E_S24F1000_hf0.01	XX
E_S24F1000_hf0.10	XX
E_S24F1000_hf0.50	XX
E_S24F1000_hf0.95	XX
E_S24F1000_hf1	XX
E_S24F150_hf0.001	XX
E_S24F150_hf0.01	XX
E_S24F150_hf0.10	XX
E_S24F150_hf0.50	XX
E_S24F150_hf0.95	XX
E_S24F150_hf1	XX
E_S24F250_hf0.001	XX
E_S24F250_hf0.01	XX
E_S24F250_hf0.10	XX
E_S24F250_hf0.50	XX
E_S24F250_hf0.95	XX
E_S24F250_hf1	XX
E_S24F350_hf0.001	XX
E_S24F350_hf0.01	XX
E_S24F350_hf0.10	XX
E_S24F350_hf0.50	XX
E_S24F350_hf0.95	XX
E_S24F350_hf1	XX
E_S24F450_hf0.001	XX
E_S24F450_hf0.01	XX
E_S24F450_hf0.10	XX
E_S24F450_hf0.50	XX
E_S24F450_hf0.95	XX
E_S24F450_hf1	XX
E_S24M10000_hf0.001	XY
E_S24M10000_hf0.01	XY
E_S24M10000_hf0.10	XY
E_S24M10000_hf0.50	XY
E_S24M10000_hf0.95	XY
E_S24M10000_hf1	XY
E_S24M1000_hf0.001	XY
E_S24M1000_hf0.01	XY
E_S24M1000_hf0.10	XY
E_S24M1000_hf0.50	XY
E_S24M1000_hf0.95	XY
E_S24M1000_hf1	XY
E_S24M150_hf0.001	uncertain
E_S24M150_hf0.01	uncertain
E_S24M150_hf0.10	uncertain
E_S24M150_hf0.50	uncertain
E_S24M150_hf0.95	uncertain
E_S24M150_hf1	uncertain
E_S24M250_hf0.001	XY
E_S24M250_hf0.01	XY
E_S24M250_hf0.10	XY
E_S24M250_hf0.50	XY
E_S24M250_hf0.95	XY
E_S24M250_hf1	XY
E_S24M350_hf0.001	XY
E_S24M350_hf0.01	XY
E_S24M350_hf0.10	XY
E_S24M350_hf0.50	XY
E_S24M350_hf0.95	XY
E_S24M350_hf1	XY
E_S24M450_hf0.001	XY
E_S24M450_hf0.01	XY
E_S24M450_hf0.10	XY
E_S24M450_hf0.50	XY
E_S24M450_hf0.95	XY
E_S24M450_hf1	XY
E_S25F10000_hf0.001	XX
E_S25F10000_hf0.01	XX
E_S25F10000_hf0.10	XX
E_S25F10000_hf0.50	XX
E_S25F10000_hf0.95	XX
E_S25F10000_hf1	XX
E_S25F1000_hf0.001	XX
E_S25F1000_hf0.01	XX
E_S25F1000_hf0.10	XX
E_S25F1000_hf0.50	XX
E_S25F1000_hf0.95	XX
E_S25F1000_hf1	XX
E_S25F150_hf0.001	uncertain
E_S25F150_hf0.01	uncertain
E_S25F150_hf0.10	uncertain
E_S25F150_hf0.50	uncertain
E_S25F150_hf0.95	uncertain
E_S25F150_hf1	uncertain
E_S25F250_hf0.001	uncertain
E_S25F250_hf0.01	uncertain
E_S25F250_hf0.10	uncertain
E_S25F250_hf0.50	uncertain
E_S25F250_hf0.95	uncertain
E_S25F250_hf1	uncertain
E_S25F350_hf0.001	XX
E_S25F350_hf0.01	XX
E_S25F350_hf0.10	XX
E_S25F350_hf0.50	XX
E_S25F350_hf0.95	XX
E_S25F350_hf1	XX
E_S25F450_hf0.001	XX
E_S25F450_hf0.01	XX
E_S25F450_hf0.10	XX
E_S25F450_hf0.50	XX
E_S25F450_hf0.95	XX
E_S25F450_hf1	XX
E_S25M10000_hf0.001	XY
E_S25M10000_hf0.01	XY
E_S25M10000_hf0.10	XY
E_S25M10000_hf0.50	XY
E_S25M10000_hf0.95	XY
E_S25M10000_hf1	XY
E_S25M1000_hf0.001	XY
E_S25M1000_hf0.01	XY
E_S25M1000_hf0.10	XY
E_S25M1000_hf0.50	XY
E_S25M1000_hf0.95	XY
E_S25M1000_hf1	XY
E_S25M150_hf0.001	XY
E_S25M150_hf0.01	XY
E_S25M150_hf0.10	XY
E_S25M150_hf0.50	XY
E_S25M150_hf0.95	XY
E_S25M150_hf1	XY
E_S25M250_hf0.001	XY
E_S25M250_hf0.01	XY
E_S25M250_hf0.10	XY
E_S25M250_hf0.50	XY
E_S25M250_hf0.95	XY
E_S25M250_hf1	XY
E_S25M350_hf0.001	XY
E_S25M350_hf0.01	XY
E_S25M350_hf0.10	XY
E_S25M350_hf0.50	XY
E_S25M350_hf0.95	XY
E_S25M350_hf1	XY
E_S25M450_hf0.001	XY
E_S25M450_hf0.01	XY
E_S25M450_hf0.10	XY
E_S25M450_hf0.50	XY
E_S25M450_hf0.95	XY
E_S25M450_hf1	XY
E_S26F10000_hf0.001	XX
E_S26F10000_hf0.01	XX
E_S26F10000_hf0.10	XX
E_S26F10000_hf0.50	XX
E_S26F10000_hf0.95	XX
E_S26F10000_hf1	XX
E_S26F1000_hf0.001	XX
E_S26F1000_hf0.01	XX
E_S26F1000_hf0.10	XX
E_S26F1000_hf0.50	XX
E_S26F1000_hf0.95	XX
E_S26F1000_hf1	XX
E_S26F150_hf0.001	XX
E_S26F150_hf0.01	XX
E_S26F150_hf0.10	XX
E_S26F150_hf0.50	XX
E_S26F150_hf0.95	XX
E_S26F150_hf1	XX
E_S26F250_hf0.001	XX
E_S26F250_hf0.01	XX
E_S26F250_hf0.10	XX
E_S26F250_hf0.50	XX
E_S26F250_hf0.95	XX
E_S26F250_hf1	XX
E_S26F350_hf0.001	XX
E_S26F350_hf0.01	XX
E_S26F350_hf0.10	XX
E_S26F350_hf0.50	XX
E_S26F350_hf0.95	XX
E_S26F350_hf1	XX
E_S26F450_hf0.001	XX
E_S26F450_hf0.01	XX
E_S26F450_hf0.10	XX
E_S26F450_hf0.50	XX
E_S26F450_hf0.95	XX
E_S26F450_hf1	XX
E_S26M10000_hf0.001	XY
E_S26M10000_hf0.01	XY
E_S26M10000_hf0.10	XY
E_S26M10000_hf0.50	XY
E_S26M10000_hf0.95	XY
E_S26M10000_hf1	XY
E_S26M1000_hf0.001	XY
E_S26M1000_hf0.01	XY
E_S26M1000_hf0.10	XY
E_S26M1000_hf0.50	XY
E_S26M1000_hf0.95	XY
E_S26M1000_hf1	XY
E_S26M150_hf0.001	XY
E_S26M150_hf0.01	XY
E_S26M150_hf0.10	XY
E_S26M150_hf0.50	XY
E_S26M150_hf0.95	XY
E_S26M150_hf1	XY
E_S26M250_hf0.001	XY
E_S26M250_hf0.01	XY
E_S26M250_hf0.10	XY
E_S26M250_hf0.50	XY
E_S26M250_hf0.95	XY
E_S26M250_hf1	XY
E_S26M350_hf0.001	uncertain
E_S26M350_hf0.01	uncertain
E_S26M350_hf0.10	uncertain
E_S26M350_hf0.50	uncertain
E_S26M350_hf0.95	uncertain
E_S26M350_hf1	uncertain
E_S26M450_hf0.001	XY
E_S26M450_hf0.01	XY
E_S26M450_hf0.10	XY
E_S26M450_hf0.50	XY
E_S26M450_hf0.95	XY
E_S26M450_hf1	XY
E_S27F10000_hf0.001	XX
E_S27F10000_hf0.01	XX
E_S27F10000_hf0.10	XX
E_S27F10000_hf0.50	XX
E_S27F10000_hf0.95	XX
E_S27F10000_hf1	XX
E_S27F1000_hf0.001	XX
E_S27F1000_hf0.01	XX
E_S27F1000_hf0.10	XX
E_S27F1000_hf0.50	XX
E_S27F1000_hf0.95	XX
E_S27F1000_hf1	XX
E_S27F150_hf0.001	XX
E_S27F150_hf0.01	XX
E_S27F150_hf0.10	XX
E_S27F150_hf0.50	XX
E_S27F150_hf0.95	XX
E_S27F150_hf1	XX
E_S27F250_hf0.001	uncertain
E_S27F250_hf0.01	uncertain
E_S27F250_hf0.10	uncertain
E_S27F250_hf0.50	uncertain
E_S27F250_hf0.95	uncertain
E_S27F250_hf1	uncertain
E_S27F350_hf0.001	XX
E_S27F350_hf0.01	XX
E_S27F350_hf0.10	XX
E_S27F350_hf0.50	XX
E_S27F350_hf0.95	XX
E_S27F350_hf1	XX
E_S27F450_hf0.001	XX
E_S27F450_hf0.01	XX
E_S27F450_hf0.10	XX
E_S27F450_hf0.50	XX
E_S27F450_hf0.95	XX
E_S27F450_hf1	XX
E_S27M10000_hf0.001	XY
E_S27M10000_hf0.01	XY
E_S27M10000_hf0.10	XY
E_S27M10000_hf0.50	XY
E_S27M10000_hf0.95	XY
E_S27M10000_hf1	XY
E_S27M1000_hf0.001	XY
E_S27M1000_hf0.01	XY
E_S27M1000_hf0.10	XY
E_S27M1000_hf0.50	XY
E_S27M1000_hf0.95	XY
E_S27M1000_hf1	XY
E_S27M150_hf0.001	uncertain
E_S27M150_hf0.01	uncertain
E_S27M150_hf0.10	uncertain
E_S27M150_hf0.50	uncertain
E_S27M150_hf0.95	uncertain
E_S27M150_hf1	uncertain
E_S27M250_hf0.001	XY
E_S27M250_hf0.01	XY
E_S27M250_hf0.10	XY
E_S27M250_hf0.50	XY
E_S27M250_hf0.95	XY
E_S27M250_hf1	XY
E_S27M350_hf0.001	uncertain
E_S27M350_hf0.01	uncertain
E_S27M350_hf0.10	uncertain
E_S27M350_hf0.50	uncertain
E_S27M350_hf0.95	uncertain
E_S27M350_hf1	uncertain
E_S27M450_hf0.001	XY
E_S27M450_hf0.01	XY
E_S27M450_hf0.10	XY
E_S27M450_hf0.50	XY
E_S27M450_hf0.95	XY
E_S27M450_hf1	XY
E_S28F10000_hf0.001	XX
E_S28F10000_hf0.01	XX
E_S28F10000_hf0.10	XX
E_S28F10000_hf0.50	XX
E_S28F10000_hf0.95	XX
E_S28F10000_hf1	XX
E_S28F1000_hf0.001	XX
E_S28F1000_hf0.01	XX
E_S28F1000_hf0.10	XX
E_S28F1000_hf0.50	XX
E_S28F1000_hf0.95	XX
E_S28F1000_hf1	XX
E_S28F150_hf0.001	XX
E_S28F150_hf0.01	XX
E_S28F150_hf0.10	XX
E_S28F150_hf0.50	XX
E_S28F150_hf0.95	XX
E_S28F150_hf1	XX
E_S28F250_hf0.001	uncertain
E_S28F250_hf0.01	uncertain
E_S28F250_hf0.10	uncertain
E_S28F250_hf0.50	uncertain
E_S28F250_hf0.95	uncertain
E_S28F250_hf1	uncertain
E_S28F350_hf0.001	uncertain
E_S28F350_hf0.01	uncertain
E_S28F350_hf0.10	uncertain
E_S28F350_hf0.50	uncertain
E_S28F350_hf0.95	uncertain
E_S28F350_hf1	uncertain
E_S28F450_hf0.001	uncertain
E_S28F450_hf0.01	uncertain
E_S28F450_hf0.10	uncertain
E_S28F450_hf0.50	uncertain
E_S28F450_hf0.95	uncertain
E_S28F450_hf1	uncertain
E_S28M10000_hf0.001	XY
E_S28M10000_hf0.01	XY
E_S28M10000_hf0.10	XY
E_S28M10000_hf0.50	XY
E_S28M10000_hf0.95	XY
E_S28M10000_hf1	XY
E_S28M1000_hf0.001	XY
E_S28M1000_hf0.01	XY
E_S28M1000_hf0.10	XY
E_S28M1000_hf0.50	XY
E_S28M1000_hf0.95	XY
E_S28M1000_hf1	XY
E_S28M150_hf0.001	uncertain
E_S28M150_hf0.01	uncertain
E_S28M150_hf0.10	uncertain
E_S28M150_hf0.50	uncertain
E_S28M150_hf0.95	uncertain
E_S28M150_hf1	uncertain
E_S28M250_hf0.001	uncertain
E_S28M250_hf0.01	uncertain
E_S28M250_hf0.10	uncertain
E_S28M250_hf0.50	uncertain
E_S28M250_hf0.95	uncertain
E_S28M250_hf1	uncertain
E_S28M350_hf0.001	XY
E_S28M350_hf0.01	XY
E_S28M350_hf0.10	XY
E_S28M350_hf0.50	XY
E_S28M350_hf0.95	XY
E_S28M350_hf1	XY
E_S28M450_hf0.001	XY
E_S28M450_hf0.01	XY
E_S28M450_hf0.10	XY
E_S28M450_hf0.50	XY
E_S28M450_hf0.95	XY
E_S28M450_hf1	XY
E_S29F10000_hf0.001	XX
E_S29F10000_hf0.01	XX
E_S29F10000_hf0.10	XX
E_S29F10000_hf0.50	XX
E_S29F10000_hf0.95	XX
E_S29F10000_hf1	XX
E_S29F1000_hf0.001	XX
E_S29F1000_hf0.01	XX
E_S29F1000_hf0.10	XX
E_S29F1000_hf0.50	XX
E_S29F1000_hf0.95	XX
E_S29F1000_hf1	XX
E_S29F150_hf0.001	uncertain
E_S29F150_hf0.01	uncertain
E_S29F150_hf0.10	uncertain
E_S29F150_hf0.50	uncertain
E_S29F150_hf0.95	uncertain
E_S29F150_hf1	uncertain
E_S29F250_hf0.001	XX
E_S29F250_hf0.01	XX
E_S29F250_hf0.10	XX
E_S29F250_hf0.50	XX
E_S29F250_hf0.95	XX
E_S29F250_hf1	XX
E_S29F350_hf0.001	XX
E_S29F350_hf0.01	XX
E_S29F350_hf0.10	XX
E_S29F350_hf0.50	XX
E_S29F350_hf0.95	XX
E_S29F350_hf1	XX
E_S29F450_hf0.001	XX
E_S29F450_hf0.01	XX
E_S29F450_hf0.10	XX
E_S29F450_hf0.50	XX
E_S29F450_hf0.95	XX
E_S29F450_hf1	XX
E_S29M10000_hf0.001	XY
E_S29M10000_hf0.01	XY
E_S29M10000_hf0.10	XY
E_S29M10000_hf0.50	XY
E_S29M10000_hf0.95	XY
E_S29M10000_hf1	XY
E_S29M1000_hf0.001	XY
E_S29M1000_hf0.01	XY
E_S29M1000_hf0.10	XY
E_S29M1000_hf0.50	XY
E_S29M1000_hf0.95	XY
E_S29M1000_hf1	XY
E_S29M150_hf0.001	XY
E_S29M150_hf0.01	XY
E_S29M150_hf0.10	XY
E_S29M150_hf0.50	XY
E_S29M150_hf0.95	XY
E_S29M150_hf1	XY
E_S29M250_hf0.001	XY
E_S29M250_hf0.01	XY
E_S29M250_hf0.10	XY
E_S29M250_hf0.50	XY
E_S29M250_hf0.95	XY
E_S29M250_hf1	XY
E_S29M350_hf0.001	XY
E_S29M350_hf0.01	XY
E_S29M350_hf0.10	XY
E_S29M350_hf0.50	XY
E_S29M350_hf0.95	XY
E_S29M350_hf1	XY
E_S29M450_hf0.001	XY
E_S29M450_hf0.01	XY
E_S29M450_hf0.10	XY
E_S29M450_hf0.50	XY
E_S29M450_hf0.95	XY
E_S29M450_hf1	XY
E_S2F10000_hf0.001	XX
E_S2F10000_hf0.01	XX
E_S2F10000_hf0.10	XX
E_S2F10000_hf0.50	XX
E_S2F10000_hf0.95	XX
E_S2F10000_hf1	XX
E_S2F1000_hf0.001	XX
E_S2F1000_hf0.01	XX
E_S2F1000_hf0.10	XX
E_S2F1000_hf0.50	XX
E_S2F1000_hf0.95	XX
E_S2F1000_hf1	XX
E_S2F150_hf0.001	XX
E_S2F150_hf0.01	XX
E_S2F150_hf0.10	XX
E_S2F150_hf0.50	XX
E_S2F150_hf0.95	XX
E_S2F150_hf1	XX
E_S2F250_hf0.001	XX
E_S2F250_hf0.01	XX
E_S2F250_hf0.10	XX
E_S2F250_hf0.50	XX
E_S2F250_hf0.95	XX
E_S2F250_hf1	XX
E_S2F350_hf0.001	uncertain
E_S2F350_hf0.01	uncertain
E_S2F350_hf0.10	uncertain
E_S2F350_hf0.50	uncertain
E_S2F350_hf0.95	uncertain
E_S2F350_hf1	uncertain
E_S2F450_hf0.001	XX
E_S2F450_hf0.01	XX
E_S2F450_hf0.10	XX
E_S2F450_hf0.50	XX
E_S2F450_hf0.95	XX
E_S2F450_hf1	XX
E_S2M10000_hf0.001	XY
E_S2M10000_hf0.01	XY
E_S2M10000_hf0.10	XY
E_S2M10000_hf0.50	XY
E_S2M10000_hf0.95	XY
E_S2M10000_hf1	XY
E_S2M1000_hf0.001	XY
E_S2M1000_hf0.01	XY
E_S2M1000_hf0.10	XY
E_S2M1000_hf0.50	XY
E_S2M1000_hf0.95	XY
E_S2M1000_hf1	XY
E_S2M150_hf0.001	uncertain
E_S2M150_hf0.01	uncertain
E_S2M150_hf0.10	uncertain
E_S2M150_hf0.50	uncertain
E_S2M150_hf0.95	uncertain
E_S2M150_hf1	uncertain
E_S2M250_hf0.001	XY
E_S2M250_hf0.01	XY
E_S2M250_hf0.10	XY
E_S2M250_hf0.50	XY
E_S2M250_hf0.95	XY
E_S2M250_hf1	XY
E_S2M350_hf0.001	XY
E_S2M350_hf0.01	XY
E_S2M350_hf0.10	XY
E_S2M350_hf0.50	XY
E_S2M350_hf0.95	XY
E_S2M350_hf1	XY
E_S2M450_hf0.001	XY
E_S2M450_hf0.01	XY
E_S2M450_hf0.10	XY
E_S2M450_hf0.50	XY
E_S2M450_hf0.95	XY
E_S2M450_hf1	XY
E_S30F10000_hf0.001	XX
E_S30F10000_hf0.01	XX
E_S30F10000_hf0.10	XX
E_S30F10000_hf0.50	XX
E_S30F10000_hf0.95	XX
E_S30F10000_hf1	XX
E_S30F1000_hf0.001	XX
E_S30F1000_hf0.01	XX
E_S30F1000_hf0.10	XX
E_S30F1000_hf0.50	XX
E_S30F1000_hf0.95	XX
E_S30F1000_hf1	XX
E_S30F150_hf0.001	uncertain
E_S30F150_hf0.01	uncertain
E_S30F150_hf0.10	uncertain
E_S30F150_hf0.50	uncertain
E_S30F150_hf0.95	uncertain
E_S30F150_hf1	uncertain
E_S30F250_hf0.001	uncertain
E_S30F250_hf0.01	uncertain
E_S30F250_hf0.10	uncertain
E_S30F250_hf0.50	uncertain
E_S30F250_hf0.95	uncertain
E_S30F250_hf1	uncertain
E_S30F350_hf0.001	XX
E_S30F350_hf0.01	XX
E_S30F350_hf0.10	XX
E_S30F350_hf0.50	XX
E_S30F350_hf0.95	XX
E_S30F350_hf1	XX
E_S30F450_hf0.001	XX
E_S30F450_hf0.01	XX
E_S30F450_hf0.10	XX
E_S30F450_hf0.50	XX
E_S30F450_hf0.95	XX
E_S30F450_hf1	XX
E_S30M10000_hf0.001	XY
E_S30M10000_hf0.01	XY
E_S30M10000_hf0.10	XY
E_S30M10000_hf0.50	XY
E_S30M10000_hf0.95	XY
E_S30M10000_hf1	XY
E_S30M1000_hf0.001	XY
E_S30M1000_hf0.01	XY
E_S30M1000_hf0.10	XY
E_S30M1000_hf0.50	XY
E_S30M1000_hf0.95	XY
