sample	sex_karyotype
E_S30M1000_hf1	XY
E_S30M150_hf0.001	XY
E_S30M150_hf0.01	XY
E_S30M150_hf0.10	XY
E_S30M150_hf0.50	XY
E_S30M150_hf0.95	XY
E_S30M150_hf1	XY
E_S30M250_hf0.001	XY
E_S30M250_hf0.01	XY
E_S30M250_hf0.10	XY
E_S30M250_hf0.50	XY
E_S30M250_hf0.95	XY
E_S30M250_hf1	XY
E_S30M350_hf0.001	uncertain
E_S30M350_hf0.01	uncertain
E_S30M350_hf0.10	uncertain
E_S30M350_hf0.50	uncertain
E_S30M350_hf0.95	uncertain
E_S30M350_hf1	uncertain
E_S30M450_hf0.001	XY
E_S30M450_hf0.01	XY
E_S30M450_hf0.10	XY
E_S30M450_hf0.50	XY
E_S30M450_hf0.95	XY
E_S30M450_hf1	XY
E_S31F10000_hf0.001	XX
E_S31F10000_hf0.01	XX
E_S31F10000_hf0.10	XX
E_S31F10000_hf0.50	XX
E_S31F10000_hf0.95	XX
E_S31F10000_hf1	XX
E_S31F1000_hf0.001	XX
E_S31F1000_hf0.01	XX
E_S31F1000_hf0.10	XX
E_S31F1000_hf0.50	XX
E_S31F1000_hf0.95	XX
E_S31F1000_hf1	XX
E_S31F150_hf0.001	uncertain
E_S31F150_hf0.01	uncertain
E_S31F150_hf0.10	uncertain
E_S31F150_hf0.50	uncertain
E_S31F150_hf0.95	uncertain
E_S31F150_hf1	uncertain
E_S31F250_hf0.001	XX
E_S31F250_hf0.01	XX
E_S31F250_hf0.10	XX
E_S31F250_hf0.50	XX
E_S31F250_hf0.95	XX
E_S31F250_hf1	XX
E_S31F350_hf0.001	XX
E_S31F350_hf0.01	XX
E_S31F350_hf0.10	XX
E_S31F350_hf0.50	XX
E_S31F350_hf0.95	XX
E_S31F350_hf1	XX
E_S31F450_hf0.001	XX
E_S31F450_hf0.01	XX
E_S31F450_hf0.10	XX
E_S31F450_hf0.50	XX
E_S31F450_hf0.95	XX
E_S31F450_hf1	XX
E_S31M10000_hf0.001	XY
E_S31M10000_hf0.01	XY
E_S31M10000_hf0.10	XY
E_S31M10000_hf0.50	XY
E_S31M10000_hf0.95	XY
E_S31M10000_hf1	XY
E_S31M1000_hf0.001	XY
E_S31M1000_hf0.01	XY
E_S31M1000_hf0.10	XY
E_S31M1000_hf0.50	XY
E_S31M1000_hf0.95	XY
E_S31M1000_hf1	XY
E_S31M150_hf0.001	XY
E_S31M150_hf0.01	XY
E_S31M150_hf0.10	XY
E_S31M150_hf0.50	XY
E_S31M150_hf0.95	XY
E_S31M150_hf1	XY
E_S31M250_hf0.001	XY
E_S31M250_hf0.01	XY
E_S31M250_hf0.10	XY
E_S31M250_hf0.50	XY
E_S31M250_hf0.95	XY
E_S31M250_hf1	XY
E_S31M350_hf0.001	XY
E_S31M350_hf0.01	XY
E_S31M350_hf0.10	XY
E_S31M350_hf0.50	XY
E_S31M350_hf0.95	XY
E_S31M350_hf1	XY
E_S31M450_hf0.001	XY
E_S31M450_hf0.01	XY
E_S31M450_hf0.10	XY
E_S31M450_hf0.50	XY
E_S31M450_hf0.95	XY
E_S31M450_hf1	XY
E_S32F10000_hf0.001	XX
E_S32F10000_hf0.01	XX
E_S32F10000_hf0.10	XX
E_S32F10000_hf0.50	XX
E_S32F10000_hf0.95	XX
E_S32F10000_hf1	XX
E_S32F1000_hf0.001	XX
E_S32F1000_hf0.01	XX
E_S32F1000_hf0.10	XX
E_S32F1000_hf0.50	XX
E_S32F1000_hf0.95	XX
E_S32F1000_hf1	XX
E_S32F150_hf0.001	uncertain
E_S32F150_hf0.01	uncertain
E_S32F150_hf0.10	uncertain
E_S32F150_hf0.50	uncertain
E_S32F150_hf0.95	uncertain
E_S32F150_hf1	uncertain
E_S32F250_hf0.001	XX
E_S32F250_hf0.01	XX
E_S32F250_hf0.10	XX
E_S32F250_hf0.50	XX
E_S32F250_hf0.95	XX
E_S32F250_hf1	XX
E_S32F350_hf0.001	uncertain
E_S32F350_hf0.01	uncertain
E_S32F350_hf0.10	uncertain
E_S32F350_hf0.50	uncertain
E_S32F350_hf0.95	uncertain
E_S32F350_hf1	uncertain
E_S32F450_hf0.001	XX
E_S32F450_hf0.01	XX
E_S32F450_hf0.10	XX
E_S32F450_hf0.50	XX
E_S32F450_hf0.95	XX
E_S32F450_hf1	XX
E_S32M10000_hf0.001	XY
E_S32M10000_hf0.01	XY
E_S32M10000_hf0.10	XY
E_S32M10000_hf0.50	XY
E_S32M10000_hf0.95	XY
E_S32M10000_hf1	XY
E_S32M1000_hf0.001	XY
E_S32M1000_hf0.01	XY
E_S32M1000_hf0.10	XY
E_S32M1000_hf0.50	XY
E_S32M1000_hf0.95	XY
E_S32M1000_hf1	XY
E_S32M150_hf0.001	XY
E_S32M150_hf0.01	XY
E_S32M150_hf0.10	XY
E_S32M150_hf0.50	XY
E_S32M150_hf0.95	XY
E_S32M150_hf1	XY
E_S32M250_hf0.001	XY
E_S32M250_hf0.01	XY
E_S32M250_hf0.10	XY
E_S32M250_hf0.50	XY
E_S32M250_hf0.95	XY
E_S32M250_hf1	XY
E_S32M350_hf0.001	XY
E_S32M350_hf0.01	XY
E_S32M350_hf0.10	XY
E_S32M350_hf0.50	XY
E_S32M350_hf0.95	XY
E_S32M350_hf1	XY
E_S32M450_hf0.001	XY
E_S32M450_hf0.01	XY
E_S32M450_hf0.10	XY
E_S32M450_hf0.50	XY
E_S32M450_hf0.95	XY
E_S32M450_hf1	XY
E_S33F10000_hf0.001	XX
E_S33F10000_hf0.01	XX
E_S33F10000_hf0.10	XX
E_S33F10000_hf0.50	XX
E_S33F10000_hf0.95	XX
E_S33F10000_hf1	XX
E_S33F1000_hf0.001	XX
E_S33F1000_hf0.01	XX
E_S33F1000_hf0.10	XX
E_S33F1000_hf0.50	XX
E_S33F1000_hf0.95	XX
E_S33F1000_hf1	XX
E_S33F150_hf0.001	uncertain
E_S33F150_hf0.01	uncertain
E_S33F150_hf0.10	uncertain
E_S33F150_hf0.50	uncertain
E_S33F150_hf0.95	uncertain
E_S33F150_hf1	uncertain
E_S33F250_hf0.001	uncertain
E_S33F250_hf0.01	uncertain
E_S33F250_hf0.10	uncertain
E_S33F250_hf0.50	uncertain
E_S33F250_hf0.95	uncertain
E_S33F250_hf1	uncertain
E_S33F350_hf0.001	XX
E_S33F350_hf0.01	XX
E_S33F350_hf0.10	XX
E_S33F350_hf0.50	XX
E_S33F350_hf0.95	XX
E_S33F350_hf1	XX
E_S33F450_hf0.001	uncertain
E_S33F450_hf0.01	uncertain
E_S33F450_hf0.10	uncertain
E_S33F450_hf0.50	uncertain
E_S33F450_hf0.95	uncertain
E_S33F450_hf1	uncertain
E_S33M10000_hf0.001	XY
E_S33M10000_hf0.01	XY
E_S33M10000_hf0.10	XY
E_S33M10000_hf0.50	XY
E_S33M10000_hf0.95	XY
E_S33M10000_hf1	XY
E_S33M1000_hf0.001	XY
E_S33M1000_hf0.01	XY
E_S33M1000_hf0.10	XY
E_S33M1000_hf0.50	XY
E_S33M1000_hf0.95	XY
E_S33M1000_hf1	XY
E_S33M150_hf0.001	uncertain
E_S33M150_hf0.01	uncertain
E_S33M150_hf0.10	uncertain
E_S33M150_hf0.50	uncertain
E_S33M150_hf0.95	uncertain
E_S33M150_hf1	uncertain
E_S33M250_hf0.001	XY
E_S33M250_hf0.01	XY
E_S33M250_hf0.10	XY
E_S33M250_hf0.50	XY
E_S33M250_hf0.95	XY
E_S33M250_hf1	XY
E_S33M350_hf0.001	uncertain
E_S33M350_hf0.01	uncertain
E_S33M350_hf0.10	uncertain
E_S33M350_hf0.50	uncertain
E_S33M350_hf0.95	uncertain
E_S33M350_hf1	uncertain
E_S33M450_hf0.001	XY
E_S33M450_hf0.01	XY
E_S33M450_hf0.10	XY
E_S33M450_hf0.50	XY
E_S33M450_hf0.95	XY
E_S33M450_hf1	XY
E_S34F10000_hf0.001	XX
E_S34F10000_hf0.01	XX
E_S34F10000_hf0.10	XX
E_S34F10000_hf0.50	XX
E_S34F10000_hf0.95	XX
E_S34F10000_hf1	XX
E_S34F1000_hf0.001	XX
E_S34F1000_hf0.01	XX
E_S34F1000_hf0.10	XX
E_S34F1000_hf0.50	XX
E_S34F1000_hf0.95	XX
E_S34F1000_hf1	XX
E_S34F150_hf0.001	XX
E_S34F150_hf0.01	XX
E_S34F150_hf0.10	XX
E_S34F150_hf0.50	XX
E_S34F150_hf0.95	XX
E_S34F150_hf1	XX
E_S34F250_hf0.001	XX
E_S34F250_hf0.01	XX
E_S34F250_hf0.10	XX
E_S34F250_hf0.50	XX
E_S34F250_hf0.95	XX
E_S34F250_hf1	XX
E_S34F350_hf0.001	XX
E_S34F350_hf0.01	XX
E_S34F350_hf0.10	XX
E_S34F350_hf0.50	XX
E_S34F350_hf0.95	XX
E_S34F350_hf1	XX
E_S34F450_hf0.001	XX
E_S34F450_hf0.01	XX
E_S34F450_hf0.10	XX
E_S34F450_hf0.50	XX
E_S34F450_hf0.95	XX
E_S34F450_hf1	XX
E_S34M10000_hf0.001	XY
E_S34M10000_hf0.01	XY
E_S34M10000_hf0.10	XY
E_S34M10000_hf0.50	XY
E_S34M10000_hf0.95	XY
E_S34M10000_hf1	XY
E_S34M1000_hf0.001	XY
E_S34M1000_hf0.01	XY
E_S34M1000_hf0.10	XY
E_S34M1000_hf0.50	XY
E_S34M1000_hf0.95	XY
E_S34M1000_hf1	XY
E_S34M150_hf0.001	XY
E_S34M150_hf0.01	XY
E_S34M150_hf0.10	XY
E_S34M150_hf0.50	XY
E_S34M150_hf0.95	XY
E_S34M150_hf1	XY
E_S34M250_hf0.001	XY
E_S34M250_hf0.01	XY
E_S34M250_hf0.10	XY
E_S34M250_hf0.50	XY
E_S34M250_hf0.95	XY
E_S34M250_hf1	XY
E_S34M350_hf0.001	XY
E_S34M350_hf0.01	XY
E_S34M350_hf0.10	XY
E_S34M350_hf0.50	XY
E_S34M350_hf0.95	XY
E_S34M350_hf1	XY
E_S34M450_hf0.001	XY
E_S34M450_hf0.01	XY
E_S34M450_hf0.10	XY
E_S34M450_hf0.50	XY
E_S34M450_hf0.95	XY
E_S34M450_hf1	XY
E_S35F10000_hf0.001	XX
E_S35F10000_hf0.01	XX
E_S35F10000_hf0.10	XX
E_S35F10000_hf0.50	XX
E_S35F10000_hf0.95	XX
E_S35F10000_hf1	XX
E_S35F1000_hf0.001	XX
E_S35F1000_hf0.01	XX
E_S35F1000_hf0.10	XX
E_S35F1000_hf0.50	XX
E_S35F1000_hf0.95	XX
E_S35F1000_hf1	XX
E_S35F150_hf0.001	XX
E_S35F150_hf0.01	XX
E_S35F150_hf0.10	XX
E_S35F150_hf0.50	XX
E_S35F150_hf0.95	XX
E_S35F150_hf1	XX
E_S35F250_hf0.001	XX
E_S35F250_hf0.01	XX
E_S35F250_hf0.10	XX
E_S35F250_hf0.50	XX
E_S35F250_hf0.95	XX
E_S35F250_hf1	XX
E_S35F350_hf0.001	uncertain
E_S35F350_hf0.01	uncertain
E_S35F350_hf0.10	uncertain
E_S35F350_hf0.50	uncertain
E_S35F350_hf0.95	uncertain
E_S35F350_hf1	uncertain
E_S35F450_hf0.001	XX
E_S35F450_hf0.01	XX
E_S35F450_hf0.10	XX
E_S35F450_hf0.50	XX
E_S35F450_hf0.95	XX
E_S35F450_hf1	XX
E_S35M10000_hf0.001	XY
E_S35M10000_hf0.01	XY
E_S35M10000_hf0.10	XY
E_S35M10000_hf0.50	XY
E_S35M10000_hf0.95	XY
E_S35M10000_hf1	XY
E_S35M1000_hf0.001	XY
E_S35M1000_hf0.01	XY
E_S35M1000_hf0.10	XY
E_S35M1000_hf0.50	XY
E_S35M1000_hf0.95	XY
E_S35M1000_hf1	XY
E_S35M150_hf0.001	uncertain
E_S35M150_hf0.01	uncertain
E_S35M150_hf0.10	uncertain
E_S35M150_hf0.50	uncertain
E_S35M150_hf0.95	uncertain
E_S35M150_hf1	uncertain
E_S35M250_hf0.001	XY
E_S35M250_hf0.01	XY
E_S35M250_hf0.10	XY
E_S35M250_hf0.50	XY
E_S35M250_hf0.95	XY
E_S35M250_hf1	XY
E_S35M350_hf0.001	XY
E_S35M350_hf0.01	XY
E_S35M350_hf0.10	XY
E_S35M350_hf0.50	XY
E_S35M350_hf0.95	XY
E_S35M350_hf1	XY
E_S35M450_hf0.001	uncertain
E_S35M450_hf0.01	uncertain
E_S35M450_hf0.10	uncertain
E_S35M450_hf0.50	uncertain
E_S35M450_hf0.95	uncertain
E_S35M450_hf1	uncertain
E_S36F10000_hf0.001	XX
E_S36F10000_hf0.01	XX
E_S36F10000_hf0.10	XX
E_S36F10000_hf0.50	XX
E_S36F10000_hf0.95	XX
E_S36F10000_hf1	XX
E_S36F1000_hf0.001	XX
E_S36F1000_hf0.01	XX
E_S36F1000_hf0.10	XX
E_S36F1000_hf0.50	XX
E_S36F1000_hf0.95	XX
E_S36F1000_hf1	XX
E_S36F150_hf0.001	XX
E_S36F150_hf0.01	XX
E_S36F150_hf0.10	XX
E_S36F150_hf0.50	XX
E_S36F150_hf0.95	XX
E_S36F150_hf1	XX
E_S36F250_hf0.001	XX
E_S36F250_hf0.01	XX
E_S36F250_hf0.10	XX
E_S36F250_hf0.50	XX
E_S36F250_hf0.95	XX
E_S36F250_hf1	XX
E_S36F350_hf0.001	XX
E_S36F350_hf0.01	XX
E_S36F350_hf0.10	XX
E_S36F350_hf0.50	XX
E_S36F350_hf0.95	XX
E_S36F350_hf1	XX
E_S36F450_hf0.001	XX
E_S36F450_hf0.01	XX
E_S36F450_hf0.10	XX
E_S36F450_hf0.50	XX
E_S36F450_hf0.95	XX
E_S36F450_hf1	XX
E_S36M10000_hf0.001	XY
E_S36M10000_hf0.01	XY
E_S36M10000_hf0.10	XY
E_S36M10000_hf0.50	XY
E_S36M10000_hf0.95	XY
E_S36M10000_hf1	XY
E_S36M1000_hf0.001	XY
E_S36M1000_hf0.01	XY
E_S36M1000_hf0.10	XY
E_S36M1000_hf0.50	XY
E_S36M1000_hf0.95	XY
E_S36M1000_hf1	XY
E_S36M150_hf0.001	XY
E_S36M150_hf0.01	XY
E_S36M150_hf0.10	XY
E_S36M150_hf0.50	XY
E_S36M150_hf0.95	XY
E_S36M150_hf1	XY
E_S36M250_hf0.001	uncertain
E_S36M250_hf0.01	uncertain
E_S36M250_hf0.10	uncertain
E_S36M250_hf0.50	uncertain
E_S36M250_hf0.95	uncertain
E_S36M250_hf1	uncertain
E_S36M350_hf0.001	XY
E_S36M350_hf0.01	XY
E_S36M350_hf0.10	XY
E_S36M350_hf0.50	XY
E_S36M350_hf0.95	XY
E_S36M350_hf1	XY
E_S36M450_hf0.001	XY
E_S36M450_hf0.01	XY
E_S36M450_hf0.10	XY
E_S36M450_hf0.50	XY
E_S36M450_hf0.95	XY
E_S36M450_hf1	XY
E_S37F10000_hf0.001	XX
E_S37F10000_hf0.01	XX
E_S37F10000_hf0.10	XX
E_S37F10000_hf0.50	XX
E_S37F10000_hf0.95	XX
E_S37F10000_hf1	XX
E_S37F1000_hf0.001	XX
E_S37F1000_hf0.01	XX
E_S37F1000_hf0.10	XX
E_S37F1000_hf0.50	XX
E_S37F1000_hf0.95	XX
E_S37F1000_hf1	XX
E_S37F150_hf0.001	uncertain
E_S37F150_hf0.01	uncertain
E_S37F150_hf0.10	uncertain
E_S37F150_hf0.50	uncertain
E_S37F150_hf0.95	uncertain
E_S37F150_hf1	uncertain
E_S37F250_hf0.001	XX
E_S37F250_hf0.01	XX
E_S37F250_hf0.10	XX
E_S37F250_hf0.50	XX
E_S37F250_hf0.95	XX
E_S37F250_hf1	XX
E_S37F350_hf0.001	XX
E_S37F350_hf0.01	XX
E_S37F350_hf0.10	XX
E_S37F350_hf0.50	XX
E_S37F350_hf0.95	XX
E_S37F350_hf1	XX
E_S37F450_hf0.001	XX
E_S37F450_hf0.01	XX
E_S37F450_hf0.10	XX
E_S37F450_hf0.50	XX
E_S37F450_hf0.95	XX
E_S37F450_hf1	XX
E_S37M10000_hf0.001	XY
E_S37M10000_hf0.01	XY
E_S37M10000_hf0.10	XY
E_S37M10000_hf0.50	XY
E_S37M10000_hf0.95	XY
E_S37M10000_hf1	XY
E_S37M1000_hf0.001	XY
E_S37M1000_hf0.01	XY
E_S37M1000_hf0.10	XY
E_S37M1000_hf0.50	XY
E_S37M1000_hf0.95	XY
E_S37M1000_hf1	XY
E_S37M150_hf0.001	XY
E_S37M150_hf0.01	XY
E_S37M150_hf0.10	XY
E_S37M150_hf0.50	XY
E_S37M150_hf0.95	XY
E_S37M150_hf1	XY
E_S37M250_hf0.001	XY
E_S37M250_hf0.01	XY
E_S37M250_hf0.10	XY
E_S37M250_hf0.50	XY
E_S37M250_hf0.95	XY
E_S37M250_hf1	XY
E_S37M350_hf0.001	XY
E_S37M350_hf0.01	XY
E_S37M350_hf0.10	XY
E_S37M350_hf0.50	XY
E_S37M350_hf0.95	XY
E_S37M350_hf1	XY
E_S37M450_hf0.001	XY
E_S37M450_hf0.01	XY
E_S37M450_hf0.10	XY
E_S37M450_hf0.50	XY
E_S37M450_hf0.95	XY
E_S37M450_hf1	XY
E_S38F10000_hf0.001	XX
E_S38F10000_hf0.01	XX
E_S38F10000_hf0.10	XX
E_S38F10000_hf0.50	XX
E_S38F10000_hf0.95	XX
E_S38F10000_hf1	XX
E_S38F1000_hf0.001	XX
E_S38F1000_hf0.01	XX
E_S38F1000_hf0.10	XX
E_S38F1000_hf0.50	XX
E_S38F1000_hf0.95	XX
E_S38F1000_hf1	XX
E_S38F150_hf0.001	XX
E_S38F150_hf0.01	XX
E_S38F150_hf0.10	XX
E_S38F150_hf0.50	XX
E_S38F150_hf0.95	XX
E_S38F150_hf1	XX
E_S38F250_hf0.001	XX
E_S38F250_hf0.01	XX
E_S38F250_hf0.10	XX
E_S38F250_hf0.50	XX
E_S38F250_hf0.95	XX
E_S38F250_hf1	XX
E_S38F350_hf0.001	XX
E_S38F350_hf0.01	XX
E_S38F350_hf0.10	XX
E_S38F350_hf0.50	XX
E_S38F350_hf0.95	XX
E_S38F350_hf1	XX
E_S38F450_hf0.001	XX
E_S38F450_hf0.01	XX
E_S38F450_hf0.10	XX
E_S38F450_hf0.50	XX
E_S38F450_hf0.95	XX
E_S38F450_hf1	XX
E_S38M10000_hf0.001	XY
E_S38M10000_hf0.01	XY
E_S38M10000_hf0.10	XY
E_S38M10000_hf0.50	XY
E_S38M10000_hf0.95	XY
E_S38M10000_hf1	XY
E_S38M1000_hf0.001	XY
E_S38M1000_hf0.01	XY
E_S38M1000_hf0.10	XY
E_S38M1000_hf0.50	XY
E_S38M1000_hf0.95	XY
E_S38M1000_hf1	XY
E_S38M150_hf0.001	uncertain
E_S38M150_hf0.01	uncertain
E_S38M150_hf0.10	uncertain
E_S38M150_hf0.50	uncertain
E_S38M150_hf0.95	uncertain
E_S38M150_hf1	uncertain
E_S38M250_hf0.001	XY
E_S38M250_hf0.01	XY
E_S38M250_hf0.10	XY
E_S38M250_hf0.50	XY
E_S38M250_hf0.95	XY
E_S38M250_hf1	XY
E_S38M350_hf0.001	uncertain
E_S38M350_hf0.01	uncertain
E_S38M350_hf0.10	uncertain
E_S38M350_hf0.50	uncertain
E_S38M350_hf0.95	uncertain
E_S38M350_hf1	uncertain
E_S38M450_hf0.001	XY
E_S38M450_hf0.01	XY
E_S38M450_hf0.10	XY
E_S38M450_hf0.50	XY
E_S38M450_hf0.95	XY
E_S38M450_hf1	XY
E_S39F10000_hf0.001	XX
E_S39F10000_hf0.01	XX
E_S39F10000_hf0.10	XX
E_S39F10000_hf0.50	XX
E_S39F10000_hf0.95	XX
E_S39F10000_hf1	XX
E_S39F1000_hf0.001	XX
E_S39F1000_hf0.01	XX
E_S39F1000_hf0.10	XX
E_S39F1000_hf0.50	XX
E_S39F1000_hf0.95	XX
E_S39F1000_hf1	XX
E_S39F150_hf0.001	XX
E_S39F150_hf0.01	XX
E_S39F150_hf0.10	XX
E_S39F150_hf0.50	XX
E_S39F150_hf0.95	XX
E_S39F150_hf1	XX
E_S39F250_hf0.001	XX
E_S39F250_hf0.01	XX
E_S39F250_hf0.10	XX
E_S39F250_hf0.50	XX
E_S39F250_hf0.95	XX
E_S39F250_hf1	XX
E_S39F350_hf0.001	XX
E_S39F350_hf0.01	XX
E_S39F350_hf0.10	XX
E_S39F350_hf0.50	XX
E_S39F350_hf0.95	XX
E_S39F350_hf1	XX
E_S39F450_hf0.001	XX
E_S39F450_hf0.01	XX
E_S39F450_hf0.10	XX
E_S39F450_hf0.50	XX
E_S39F450_hf0.95	XX
E_S39F450_hf1	XX
E_S39M10000_hf0.001	XY
E_S39M10000_hf0.01	XY
E_S39M10000_hf0.10	XY
E_S39M10000_hf0.50	XY
E_S39M10000_hf0.95	XY
E_S39M10000_hf1	XY
E_S39M1000_hf0.001	XY
E_S39M1000_hf0.01	XY
E_S39M1000_hf0.10	XY
E_S39M1000_hf0.50	XY
E_S39M1000_hf0.95	XY
E_S39M1000_hf1	XY
E_S39M150_hf0.001	XY
E_S39M150_hf0.01	XY
E_S39M150_hf0.10	XY
E_S39M150_hf0.50	XY
E_S39M150_hf0.95	XY
E_S39M150_hf1	XY
E_S39M250_hf0.001	XY
E_S39M250_hf0.01	XY
E_S39M250_hf0.10	XY
E_S39M250_hf0.50	XY
E_S39M250_hf0.95	XY
E_S39M250_hf1	XY
E_S39M350_hf0.001	XY
E_S39M350_hf0.01	XY
E_S39M350_hf0.10	XY
E_S39M350_hf0.50	XY
E_S39M350_hf0.95	XY
E_S39M350_hf1	XY
E_S39M450_hf0.001	XY
E_S39M450_hf0.01	XY
E_S39M450_hf0.10	XY
E_S39M450_hf0.50	XY
E_S39M450_hf0.95	XY
E_S39M450_hf1	XY
E_S3F10000_hf0.001	XX
E_S3F10000_hf0.01	XX
E_S3F10000_hf0.10	XX
E_S3F10000_hf0.50	XX
E_S3F10000_hf0.95	XX
E_S3F10000_hf1	XX
E_S3F1000_hf0.001	XX
E_S3F1000_hf0.01	XX
E_S3F1000_hf0.10	XX
E_S3F1000_hf0.50	XX
E_S3F1000_hf0.95	XX
E_S3F1000_hf1	XX
E_S3F150_hf0.001	XX
E_S3F150_hf0.01	XX
E_S3F150_hf0.10	XX
E_S3F150_hf0.50	XX
E_S3F150_hf0.95	XX
E_S3F150_hf1	XX
E_S3F250_hf0.001	XX
E_S3F250_hf0.01	XX
E_S3F250_hf0.10	XX
E_S3F250_hf0.50	XX
E_S3F250_hf0.95	XX
E_S3F250_hf1	XX
E_S3F350_hf0.001	XX
E_S3F350_hf0.01	XX
E_S3F350_hf0.10	XX
E_S3F350_hf0.50	XX
E_S3F350_hf0.95	XX
E_S3F350_hf1	XX
E_S3F450_hf0.001	XX
E_S3F450_hf0.01	XX
E_S3F450_hf0.10	XX
E_S3F450_hf0.50	XX
E_S3F450_hf0.95	XX
E_S3F450_hf1	XX
E_S3M10000_hf0.001	XY
E_S3M10000_hf0.01	XY
E_S3M10000_hf0.10	XY
E_S3M10000_hf0.50	XY
E_S3M10000_hf0.95	XY
E_S3M10000_hf1	XY
E_S3M1000_hf0.001	XY
E_S3M1000_hf0.01	XY
E_S3M1000_hf0.10	XY
E_S3M1000_hf0.50	XY
E_S3M1000_hf0.95	XY
E_S3M1000_hf1	XY
E_S3M150_hf0.001	XY
E_S3M150_hf0.01	XY
E_S3M150_hf0.10	XY
E_S3M150_hf0.50	XY
E_S3M150_hf0.95	XY
E_S3M150_hf1	XY
E_S3M250_hf0.001	uncertain
E_S3M250_hf0.01	uncertain
E_S3M250_hf0.10	uncertain
E_S3M250_hf0.50	uncertain
E_S3M250_hf0.95	uncertain
E_S3M250_hf1	uncertain
E_S3M350_hf0.001	XY
E_S3M350_hf0.01	XY
E_S3M350_hf0.10	XY
E_S3M350_hf0.50	XY
E_S3M350_hf0.95	XY
E_S3M350_hf1	XY
E_S3M450_hf0.001	XY
E_S3M450_hf0.01	XY
E_S3M450_hf0.10	XY
E_S3M450_hf0.50	XY
E_S3M450_hf0.95	XY
E_S3M450_hf1	XY
E_S40F10000_hf0.001	XX
E_S40F10000_hf0.01	XX
E_S40F10000_hf0.10	XX
E_S40F10000_hf0.50	XX
E_S40F10000_hf0.95	XX
E_S40F10000_hf1	XX
E_S40F1000_hf0.001	XX
E_S40F1000_hf0.01	XX
E_S40F1000_hf0.10	XX
E_S40F1000_hf0.50	XX
E_S40F1000_hf0.95	XX
E_S40F1000_hf1	XX
E_S40F150_hf0.001	uncertain
E_S40F150_hf0.01	uncertain
E_S40F150_hf0.10	uncertain
E_S40F150_hf0.50	uncertain
E_S40F150_hf0.95	uncertain
E_S40F150_hf1	uncertain
E_S40F250_hf0.001	XX
E_S40F250_hf0.01	XX
E_S40F250_hf0.10	XX
E_S40F250_hf0.50	XX
E_S40F250_hf0.95	XX
E_S40F250_hf1	XX
E_S40F350_hf0.001	XX
E_S40F350_hf0.01	XX
E_S40F350_hf0.10	XX
E_S40F350_hf0.50	XX
E_S40F350_hf0.95	XX
E_S40F350_hf1	XX
E_S40F450_hf0.001	XX
E_S40F450_hf0.01	XX
E_S40F450_hf0.10	XX
E_S40F450_hf0.50	XX
E_S40F450_hf0.95	XX
E_S40F450_hf1	XX
E_S40M10000_hf0.001	XY
E_S40M10000_hf0.01	XY
E_S40M10000_hf0.10	XY
E_S40M10000_hf0.50	XY
E_S40M10000_hf0.95	XY
E_S40M10000_hf1	XY
E_S40M1000_hf0.001	XY
E_S40M1000_hf0.01	XY
E_S40M1000_hf0.10	XY
E_S40M1000_hf0.50	XY
E_S40M1000_hf0.95	XY
E_S40M1000_hf1	XY
E_S40M150_hf0.001	XY
E_S40M150_hf0.01	XY
E_S40M150_hf0.10	XY
E_S40M150_hf0.50	XY
E_S40M150_hf0.95	XY
E_S40M150_hf1	XY
E_S40M250_hf0.001	XY
E_S40M250_hf0.01	XY
E_S40M250_hf0.10	XY
E_S40M250_hf0.50	XY
E_S40M250_hf0.95	XY
E_S40M250_hf1	XY
E_S40M350_hf0.001	XY
E_S40M350_hf0.01	XY
E_S40M350_hf0.10	XY
E_S40M350_hf0.50	XY
E_S40M350_hf0.95	XY
E_S40M350_hf1	XY
E_S40M450_hf0.001	XY
E_S40M450_hf0.01	XY
E_S40M450_hf0.10	XY
E_S40M450_hf0.50	XY
E_S40M450_hf0.95	XY
E_S40M450_hf1	XY
E_S41F10000_hf0.001	XX
E_S41F10000_hf0.01	XX
E_S41F10000_hf0.10	XX
E_S41F10000_hf0.50	XX
E_S41F10000_hf0.95	XX
E_S41F10000_hf1	XX
E_S41F1000_hf0.001	XX
E_S41F1000_hf0.01	XX
E_S41F1000_hf0.10	XX
E_S41F1000_hf0.50	XX
E_S41F1000_hf0.95	XX
E_S41F1000_hf1	XX
E_S41F150_hf0.001	XX
E_S41F150_hf0.01	XX
E_S41F150_hf0.10	XX
E_S41F150_hf0.50	XX
E_S41F150_hf0.95	XX
E_S41F150_hf1	XX
E_S41F250_hf0.001	XX
E_S41F250_hf0.01	XX
E_S41F250_hf0.10	XX
E_S41F250_hf0.50	XX
E_S41F250_hf0.95	XX
E_S41F250_hf1	XX
E_S41F350_hf0.001	XX
E_S41F350_hf0.01	XX
E_S41F350_hf0.10	XX
E_S41F350_hf0.50	XX
E_S41F350_hf0.95	XX
E_S41F350_hf1	XX
E_S41F450_hf0.001	XX
E_S41F450_hf0.01	XX
E_S41F450_hf0.10	XX
E_S41F450_hf0.50	XX
E_S41F450_hf0.95	XX
E_S41F450_hf1	XX
E_S41M10000_hf0.001	XY
E_S41M10000_hf0.01	XY
E_S41M10000_hf0.10	XY
E_S41M10000_hf0.50	XY
E_S41M10000_hf0.95	XY
E_S41M10000_hf1	XY
E_S41M1000_hf0.001	XY
E_S41M1000_hf0.01	XY
