Run	Assay Type	BioProject	BioSample	Center Name	Consent	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	Experiment	external_id	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	Sample_name	SRA Study	Submitter_Id	DATASTORE filetype	DATASTORE provider	DATASTORE region	AvgSpotLen	Bases	Bytes	Collection_Date	ena_first_public	ena_last_update	environment_(biome)	environment_(feature)	environment_(material)	geo_loc_name_country	geo_loc_name_country_continent	geographic_location_(country_and/or_sea)	geographic_location_(latitude)	geographic_location_(longitude)	Host_age	host-associated_environmental_package	host_body_habitat	host_body_product	host_body_site	host_common_name	host_sex	host_taxid	Investigation_type	project_name	create_date	version	Scientific_Name	Sequencing_method	subspecific_genetic_lineage	ENA_first_public	ena_last_update.1	INSDC_center_alias	common_name
ERR3275091	WGS	PRJEB31266	SAMEA5383934	THE ROSLIN INSTITUTE	public	4/10/19	4/10/19	ERX3301964	SAMEA5383934	THE ROSLIN INSTITUTE	2019-04-10T17:03:52Z	2019-05-31T10:58:56Z	public	Illumina HiSeq 4000	10677_0001	PAIRED	RANDOM	METAGENOMIC	bovine gut metagenome	ILLUMINA	2019-04-11T00:00:00Z	SAMEA5383934	10677_0001	ERP113798	10677_0001	fastq,run.zq,sra	ena,gs,ncbi,s3	ena,gs.us-east1,ncbi.public,s3.us-east-1	300	38630146500	17501316892	not collected	2019-04-10T17:03:52Z	2019-05-31T10:58:56Z	Bos taurus	stomach	bodily fluid	United Kingdom	Europe	United Kingdom	55.861398	-3.206493	623 days	host-associated	gut	rumen fluid	rumen	cow	male	9913	metagenome	Metagenomic sequencing of the rumen of 240 cattle from Scotland	2019-04-16T19:38:00Z	1	bovine gut metagenome	Illumina HiSeq 4000	CHx				
ERR3275092	WGS	PRJEB31266	SAMEA5383935	THE ROSLIN INSTITUTE	public	4/10/19	4/10/19	ERX3301965	SAMEA5383935	THE ROSLIN INSTITUTE	2019-04-10T17:03:52Z	2019-05-31T10:58:57Z	public	Illumina HiSeq 4000	10677_0002	PAIRED	RANDOM	METAGENOMIC	bovine gut metagenome	ILLUMINA	2019-04-11T00:00:00Z	SAMEA5383935	10677_0002	ERP113798	10677_0002	fastq,run.zq,sra	ena,gs,ncbi,s3	ena,gs.us-east1,ncbi.public,s3.us-east-1	300	37371214500	17182938232	not collected	2019-04-10T17:03:52Z	2019-05-31T10:58:57Z	Bos taurus	stomach	bodily fluid	United Kingdom	Europe	United Kingdom	55.861398	-3.206493	567 days	host-associated	gut	rumen fluid	rumen	cow	male	9913	metagenome	Metagenomic sequencing of the rumen of 240 cattle from Scotland	2019-04-16T21:34:00Z	1	bovine gut metagenome	Illumina HiSeq 4000	CHx				
ERR3275093	WGS	PRJEB31266	SAMEA5383936	THE ROSLIN INSTITUTE	public	4/10/19	4/10/19	ERX3301966	SAMEA5383936	THE ROSLIN INSTITUTE	2019-04-10T17:03:52Z	2019-05-31T10:58:57Z	public	Illumina HiSeq 4000	10677_0003	PAIRED	RANDOM	METAGENOMIC	bovine gut metagenome	ILLUMINA	2019-04-11T00:00:00Z	SAMEA5383936	10677_0003	ERP113798	10677_0003	fastq,run.zq,sra	ena,gs,ncbi,s3	ena,gs.us-east1,ncbi.public,s3.us-east-1	300	36335155500	16706951785	not collected	2019-04-10T17:03:52Z	2019-05-31T10:58:57Z	Bos taurus	stomach	bodily fluid	United Kingdom	Europe	United Kingdom	55.861398	-3.206493	641 days	host-associated	gut	rumen fluid	rumen	cow	male	9913	metagenome	Metagenomic sequencing of the rumen of 240 cattle from Scotland	2019-04-16T21:43:00Z	1	bovine gut metagenome	Illumina HiSeq 4000	CHx				
ERR3275094	WGS	PRJEB31266	SAMEA5383937	THE ROSLIN INSTITUTE	public	4/10/19	4/11/19	ERX3301967	SAMEA5383937	THE ROSLIN INSTITUTE	2019-04-10T17:03:52Z	2019-05-31T10:58:56Z	public	Illumina HiSeq 4000	10677_0004	PAIRED	RANDOM	METAGENOMIC	bovine gut metagenome	ILLUMINA	2019-04-11T00:00:00Z	SAMEA5383937	10677_0004	ERP113798	10677_0004	fastq,run.zq,sra	ena,gs,ncbi,s3	ena,gs.us-east1,ncbi.public,s3.us-east-1	300	40909482900	18839803366	not collected	2019-04-10T17:03:52Z	2019-05-31T10:58:56Z	Bos taurus	stomach	bodily fluid	United Kingdom	Europe	United Kingdom	55.861398	-3.206493	645 days	host-associated	gut	rumen fluid	rumen	cow	male	9913	metagenome	Metagenomic sequencing of the rumen of 240 cattle from Scotland	2019-04-12T08:05:00Z	1	bovine gut metagenome	Illumina HiSeq 4000	Luing				
ERR3275095	WGS	PRJEB31266	SAMEA5383938	THE ROSLIN INSTITUTE	public	4/10/19	4/10/19	ERX3301968	SAMEA5383938	THE ROSLIN INSTITUTE	2019-04-10T17:03:52Z	2019-05-31T10:58:55Z	public	Illumina HiSeq 4000	10677_0005	PAIRED	RANDOM	METAGENOMIC	bovine gut metagenome	ILLUMINA	2019-04-11T00:00:00Z	SAMEA5383938	10677_0005	ERP113798	10677_0005	fastq,run.zq,sra	ena,gs,ncbi,s3	ena,gs.us-east1,ncbi.public,s3.us-east-1	300	39912171300	18361839841	not collected	2019-04-10T17:03:52Z	2019-05-31T10:58:55Z	Bos taurus	stomach	bodily fluid	United Kingdom	Europe	United Kingdom	55.861398	-3.206493	628 days	host-associated	gut	rumen fluid	rumen	cow	male	9913	metagenome	Metagenomic sequencing of the rumen of 240 cattle from Scotland	2019-04-16T21:45:00Z	1	bovine gut metagenome	Illumina HiSeq 4000	Luing				
ERR3275096	WGS	PRJEB31266	SAMEA5383939	THE ROSLIN INSTITUTE	public	4/10/19	4/10/19	ERX3301969	SAMEA5383939	THE ROSLIN INSTITUTE	2019-04-10T17:03:52Z	2019-05-31T10:58:57Z	public	Illumina HiSeq 4000	10677_0006	PAIRED	RANDOM	METAGENOMIC	bovine gut metagenome	ILLUMINA	2019-04-11T00:00:00Z	SAMEA5383939	10677_0006	ERP113798	10677_0006	fastq,run.zq,sra	ena,gs,ncbi,s3	ena,gs.us-east1,ncbi.public,s3.us-east-1	300	39292019700	18041439238	not collected	2019-04-10T17:03:52Z	2019-05-31T10:58:57Z	Bos taurus	stomach	bodily fluid	United Kingdom	Europe	United Kingdom	55.861398	-3.206493	627 days	host-associated	gut	rumen fluid	rumen	cow	male	9913	metagenome	Metagenomic sequencing of the rumen of 240 cattle from Scotland	2019-04-15T12:18:00Z	1	bovine gut metagenome	Illumina HiSeq 4000	Luing				
ERR3275097	WGS	PRJEB31266	SAMEA5383940	THE ROSLIN INSTITUTE	public	4/10/19	4/10/19	ERX3301970	SAMEA5383940	THE ROSLIN INSTITUTE	2019-04-10T17:03:52Z	2019-05-31T10:58:57Z	public	Illumina HiSeq 4000	10677_0007	PAIRED	RANDOM	METAGENOMIC	bovine gut metagenome	ILLUMINA	2019-04-11T00:00:00Z	SAMEA5383940	10677_0007	ERP113798	10677_0007	fastq,run.zq,sra	ena,gs,ncbi,s3	ena,gs.us-east1,ncbi.public,s3.us-east-1	300	35019148800	16250079589	not collected	2019-04-10T17:03:52Z	2019-05-31T10:58:57Z	Bos taurus	stomach	bodily fluid	United Kingdom	Europe	United Kingdom	55.861398	-3.206493	597 days	host-associated	gut	rumen fluid	rumen	cow	male	9913	metagenome	Metagenomic sequencing of the rumen of 240 cattle from Scotland	2019-04-15T12:13:00Z	1	bovine gut metagenome	Illumina HiSeq 4000	CHx				
ERR3275098	WGS	PRJEB31266	SAMEA5383941	THE ROSLIN INSTITUTE	public	4/10/19	4/10/19	ERX3301971	SAMEA5383941	THE ROSLIN INSTITUTE	2019-04-10T17:03:52Z	2019-05-31T10:58:56Z	public	Illumina HiSeq 4000	10677_0008	PAIRED	RANDOM	METAGENOMIC	bovine gut metagenome	ILLUMINA	2019-04-11T00:00:00Z	SAMEA5383941	10677_0008	ERP113798	10677_0008	fastq,run.zq,sra	ena,gs,ncbi,s3	ena,gs.us-east1,ncbi.public,s3.us-east-1	300	40144804500	18411682906	not collected	2019-04-10T17:03:52Z	2019-05-31T10:58:56Z	Bos taurus	stomach	bodily fluid	United Kingdom	Europe	United Kingdom	55.861398	-3.206493	588 days	host-associated	gut	rumen fluid	rumen	cow	male	9913	metagenome	Metagenomic sequencing of the rumen of 240 cattle from Scotland	2019-04-16T20:08:00Z	1	bovine gut metagenome	Illumina HiSeq 4000	CHx				
ERR3275099	WGS	PRJEB31266	SAMEA5383942	THE ROSLIN INSTITUTE	public	4/10/19	4/10/19	ERX3301972	SAMEA5383942	THE ROSLIN INSTITUTE	2019-04-10T17:03:52Z	2019-05-31T10:58:57Z	public	Illumina HiSeq 4000	10677_0009	PAIRED	RANDOM	METAGENOMIC	bovine gut metagenome	ILLUMINA	2019-04-11T00:00:00Z	SAMEA5383942	10677_0009	ERP113798	10677_0009	fastq,run.zq,sra	ena,gs,ncbi,s3	ena,gs.us-east1,ncbi.public,s3.us-east-1	300	40308504300	18349472976	not collected	2019-04-10T17:03:52Z	2019-05-31T10:58:57Z	Bos taurus	stomach	bodily fluid	United Kingdom	Europe	United Kingdom	55.861398	-3.206493	569 days	host-associated	gut	rumen fluid	rumen	cow	male	9913	metagenome	Metagenomic sequencing of the rumen of 240 cattle from Scotland	2019-04-15T12:16:00Z	1	bovine gut metagenome	Illumina HiSeq 4000	CHx				
ERR3275100	WGS	PRJEB31266	SAMEA5383943	THE ROSLIN INSTITUTE	public	4/10/19	4/10/19	ERX3301973	SAMEA5383943	THE ROSLIN INSTITUTE	2019-04-10T17:03:52Z	2019-05-31T10:58:55Z	public	Illumina HiSeq 4000	10677_0010	PAIRED	RANDOM	METAGENOMIC	bovine gut metagenome	ILLUMINA	2019-04-11T00:00:00Z	SAMEA5383943	10677_0010	ERP113798	10677_0010	fastq,run.zq,sra	ena,gs,ncbi,s3	ena,gs.us-east1,ncbi.public,s3.us-east-1	300	42149502900	19254953873	not collected	2019-04-10T17:03:52Z	2019-05-31T10:58:55Z	Bos taurus	stomach	bodily fluid	United Kingdom	Europe	United Kingdom	55.861398	-3.206493	602 days	host-associated	gut	rumen fluid	rumen	cow	male	9913	metagenome	Metagenomic sequencing of the rumen of 240 cattle from Scotland	2019-04-15T12:18:00Z	1	bovine gut metagenome	Illumina HiSeq 4000	Luing				
ERR3275101	WGS	PRJEB31266	SAMEA5383944	THE ROSLIN INSTITUTE	public	4/10/19	4/10/19	ERX3301974	SAMEA5383944	THE ROSLIN INSTITUTE	2019-04-10T17:03:52Z	2019-05-31T10:58:57Z	public	Illumina HiSeq 4000	10677_0011	PAIRED	RANDOM	METAGENOMIC	bovine gut metagenome	ILLUMINA	2019-04-11T00:00:00Z	SAMEA5383944	10677_0011	ERP113798	10677_0011	fastq,run.zq,sra	ena,gs,ncbi,s3	ena,gs.us-east1,ncbi.public,s3.us-east-1	300	40003654800	18373982500	not collected	2019-04-10T17:03:52Z	2019-05-31T10:58:57Z	Bos taurus	stomach	bodily fluid	United Kingdom	Europe	United Kingdom	55.861398	-3.206493	576 days	host-associated	gut	rumen fluid	rumen	cow	male	9913	metagenome	Metagenomic sequencing of the rumen of 240 cattle from Scotland	2019-04-16T19:44:00Z	1	bovine gut metagenome	Illumina HiSeq 4000	CHx				
ERR3275102	WGS	PRJEB31266	SAMEA5383945	THE ROSLIN INSTITUTE	public	4/10/19	4/11/19	ERX3301975	SAMEA5383945	THE ROSLIN INSTITUTE	2019-04-10T17:03:52Z	2019-05-31T10:58:57Z	public	Illumina HiSeq 4000	10677_0012	PAIRED	RANDOM	METAGENOMIC	bovine gut metagenome	ILLUMINA	2019-04-11T00:00:00Z	SAMEA5383945	10677_0012	ERP113798	10677_0012	fastq,run.zq,sra	ena,gs,ncbi,s3	ena,gs.us-east1,ncbi.public,s3.us-east-1	300	41133212400	18978144603	not collected	2019-04-10T17:03:52Z	2019-05-31T10:58:57Z	Bos taurus	stomach	bodily fluid	United Kingdom	Europe	United Kingdom	55.861398	-3.206493	625 days	host-associated	gut	rumen fluid	rumen	cow	male	9913	metagenome	Metagenomic sequencing of the rumen of 240 cattle from Scotland	2019-04-12T08:04:00Z	1	bovine gut metagenome	Illumina HiSeq 4000	Luing				
ERR3275103	WGS	PRJEB31266	SAMEA5383947	THE ROSLIN INSTITUTE	public	4/10/19	4/10/19	ERX3301976	SAMEA5383947	THE ROSLIN INSTITUTE	2019-04-10T17:03:52Z	2019-05-31T10:58:56Z	public	Illumina HiSeq 4000	10677_0014	PAIRED	RANDOM	METAGENOMIC	bovine gut metagenome	ILLUMINA	2019-04-11T00:00:00Z	SAMEA5383947	10677_0014	ERP113798	10677_0014	fastq,run.zq,sra	ena,gs,ncbi,s3	ena,gs.us-east1,ncbi.public,s3.us-east-1	300	42543210600	19434653701	not collected	2019-04-10T17:03:52Z	2019-05-31T10:58:56Z	Bos taurus	stomach	bodily fluid	United Kingdom	Europe	United Kingdom	55.861398	-3.206493	597 days	host-associated	gut	rumen fluid	rumen	cow	male	9913	metagenome	Metagenomic sequencing of the rumen of 240 cattle from Scotland	2019-04-15T12:33:00Z	1	bovine gut metagenome	Illumina HiSeq 4000	Luing				
ERR3275104	WGS	PRJEB31266	SAMEA5383948	THE ROSLIN INSTITUTE	public	4/10/19	4/11/19	ERX3301977	SAMEA5383948	THE ROSLIN INSTITUTE	2019-04-10T17:03:52Z	2019-05-31T10:58:56Z	public	Illumina HiSeq 4000	10677_0015	PAIRED	RANDOM	METAGENOMIC	bovine gut metagenome	ILLUMINA	2019-04-11T00:00:00Z	SAMEA5383948	10677_0015	ERP113798	10677_0015	fastq,run.zq,sra	ena,gs,ncbi,s3	ena,gs.us-east1,ncbi.public,s3.us-east-1	300	45798303900	20841731024	not collected	2019-04-10T17:03:52Z	2019-05-31T10:58:56Z	Bos taurus	stomach	bodily fluid	United Kingdom	Europe	United Kingdom	55.861398	-3.206493	619 days	host-associated	gut	rumen fluid	rumen	cow	male	9913	metagenome	Metagenomic sequencing of the rumen of 240 cattle from Scotland	2019-04-12T08:01:00Z	1	bovine gut metagenome	Illumina HiSeq 4000	Luing				
ERR3275105	WGS	PRJEB31266	SAMEA5383949	THE ROSLIN INSTITUTE	public	4/10/19	4/10/19	ERX3301978	SAMEA5383949	THE ROSLIN INSTITUTE	2019-04-10T17:03:52Z	2019-05-31T10:58:57Z	public	Illumina HiSeq 4000	10677_0016	PAIRED	RANDOM	METAGENOMIC	bovine gut metagenome	ILLUMINA	2019-04-11T00:00:00Z	SAMEA5383949	10677_0016	ERP113798	10677_0016	fastq,run.zq,sra	ena,gs,ncbi,s3	ena,gs.us-east1,ncbi.public,s3.us-east-1	300	42674605800	19678815455	not collected	2019-04-10T17:03:52Z	2019-05-31T10:58:57Z	Bos taurus	stomach	bodily fluid	United Kingdom	Europe	United Kingdom	55.861398	-3.206493	611 days	host-associated	gut	rumen fluid	rumen	cow	male	9913	metagenome	Metagenomic sequencing of the rumen of 240 cattle from Scotland	2019-04-15T12:55:00Z	1	bovine gut metagenome	Illumina HiSeq 4000	CHx				
ERR3275106	WGS	PRJEB31266	SAMEA5383950	THE ROSLIN INSTITUTE	public	4/10/19	4/10/19	ERX3301979	SAMEA5383950	THE ROSLIN INSTITUTE	2019-04-10T17:03:52Z	2019-05-31T10:58:56Z	public	Illumina HiSeq 4000	10677_0017	PAIRED	RANDOM	METAGENOMIC	bovine gut metagenome	ILLUMINA	2019-04-11T00:00:00Z	SAMEA5383950	10677_0017	ERP113798	10677_0017	fastq,run.zq,sra	ena,gs,ncbi,s3	ena,gs.us-east1,ncbi.public,s3.us-east-1	300	47835306600	21957084618	not collected	2019-04-10T17:03:52Z	2019-05-31T10:58:56Z	Bos taurus	stomach	bodily fluid	United Kingdom	Europe	United Kingdom	55.861398	-3.206493	617 days	host-associated	gut	rumen fluid	rumen	cow	male	9913	metagenome	Metagenomic sequencing of the rumen of 240 cattle from Scotland	2019-04-15T12:38:00Z	1	bovine gut metagenome	Illumina HiSeq 4000	Luing				
ERR3275107	WGS	PRJEB31266	SAMEA5383951	THE ROSLIN INSTITUTE	public	4/10/19	4/11/19	ERX3301980	SAMEA5383951	THE ROSLIN INSTITUTE	2019-04-10T17:03:52Z	2019-05-31T10:58:56Z	public	Illumina HiSeq 4000	10677_0018	PAIRED	RANDOM	METAGENOMIC	bovine gut metagenome	ILLUMINA	2019-04-11T00:00:00Z	SAMEA5383951	10677_0018	ERP113798	10677_0018	fastq,run.zq,sra	ena,gs,ncbi,s3	ena,gs.us-east1,ncbi.public,s3.us-east-1	300	41719673100	18687526508	not collected	2019-04-10T17:03:52Z	2019-05-31T10:58:56Z	Bos taurus	stomach	bodily fluid	United Kingdom	Europe	United Kingdom	55.861398	-3.206493	623 days	host-associated	gut	rumen fluid	rumen	cow	male	9913	metagenome	Metagenomic sequencing of the rumen of 240 cattle from Scotland	2019-04-12T08:00:00Z	1	bovine gut metagenome	Illumina HiSeq 4000	CHx				
ERR3275108	WGS	PRJEB31266	SAMEA5383952	THE ROSLIN INSTITUTE	public	4/10/19	4/10/19	ERX3301981	SAMEA5383952	THE ROSLIN INSTITUTE	2019-04-10T17:03:52Z	2019-05-31T10:58:56Z	public	Illumina HiSeq 4000	10677_0019	PAIRED	RANDOM	METAGENOMIC	bovine gut metagenome	ILLUMINA	2019-04-11T00:00:00Z	SAMEA5383952	10677_0019	ERP113798	10677_0019	fastq,run.zq,sra	ena,gs,ncbi,s3	ena,gs.us-east1,ncbi.public,s3.us-east-1	300	43267003200	19473674097	not collected	2019-04-10T17:03:52Z	2019-05-31T10:58:56Z	Bos taurus	stomach	bodily fluid	United Kingdom	Europe	United Kingdom	55.861398	-3.206493	591 days	host-associated	gut	rumen fluid	rumen	cow	male	9913	metagenome	Metagenomic sequencing of the rumen of 240 cattle from Scotland	2019-04-15T12:36:00Z	1	bovine gut metagenome	Illumina HiSeq 4000	CHx				
